x,y,cluster,keyphrase,document_id
10.957405,-2.6585748,45,authsvc login failure,6889ba7ca4f4718f70978ff5
-22.893349,8.523002,0,atm card reader failure,6889ba7ea4f4718f70978ff6
16.808977,11.944834,20,ach payroll failure,6889ba7ea4f4718f70978ff7
21.208778,-17.523027,1,fraudulent login attempt,6889ba7ea4f4718f70978ff8
30.537212,22.784025,9,branch network outage,6889ba7ea4f4718f70978ff9
17.139242,64.521805,6,android app crash,6889ba7ea4f4718f70978ffa
21.15647,5.6652465,46,loan report generation,6889ba7ea4f4718f70978ffb
5.0463786,-6.145885,32,exchange online outage,6889ba7ea4f4718f70978ffc
20.773022,12.246397,52,css styling error,6889ba7fa4f4718f70978ffd
11.036935,2.8567142,66,firewall log volume,6889ba7fa4f4718f70978ffe
8.020901,2.4445288,62,ldap query latency,6889bab4a4f4718f70978fff
-10.065962,-20.481085,3,atm card retention,6889bab4a4f4718f70979000
16.79419,11.939229,20,ach payroll failure,6889bab4a4f4718f70979001
13.490289,4.9723577,33,core banking slowdown,6889bab4a4f4718f70979002
20.38768,-17.834162,1,suspicious login activity,6889bab4a4f4718f70979003
30.667334,22.740232,9,branch network outage,6889bab4a4f4718f70979004
13.340231,2.8756478,57,salesforce api timeout,6889bab4a4f4718f70979005
3.496545,15.127074,40,report generation delay,6889bab4a4f4718f70979006
-11.036171,15.851489,18,mobile app alignment,6889bab4a4f4718f70979007
11.024081,2.7287045,66,audit log capacity,6889bab4a4f4718f70979008
10.170213,4.9368844,70,web login failure,6889bae7a4f4718f70979009
-22.851816,8.805754,0,atm card reader failure,6889bae7a4f4718f7097900a
16.791,11.700084,11,fail ach payroll,6889bae7a4f4718f7097900b
20.942137,-17.66478,1,suspicious login attempt,6889bae7a4f4718f7097900c
30.553537,22.712118,9,branch network outage,6889bae7a4f4718f7097900d
21.118252,5.6187196,46,loan report performance,6889bae7a4f4718f7097900e
17.32694,64.501,6,android app crash,6889bae8a4f4718f7097900f
10.46863,2.4007876,69,swift message validation,6889bae8a4f4718f70979010
13.486278,3.3648012,57,system performance degradation,6889bae8a4f4718f70979011
21.111563,10.780126,26,pdf nickname display,6889bae8a4f4718f70979012
10.400909,3.1422608,74,okta connection failure,6889bb16a4f4718f70979013
-22.986843,8.711724,0,atm card reader failure,6889bb16a4f4718f70979014
44.507862,10.817476,13,ach payment failure,6889bb16a4f4718f70979015
21.041605,-17.62483,1,suspicious login attempt,6889bb16a4f4718f70979016
-4.4204183,-2.5308392,22,database performance degradation,6889bb16a4f4718f70979017
8.809191,8.853261,43,mpls circuit latency,6889bb16a4f4718f70979018
-10.695743,16.297256,17,mobile balance discrepancy,6889bb16a4f4718f70979019
28.813036,-4.8154116,16,report generation failure,6889bb16a4f4718f7097901a
13.491435,3.3092036,57,api rate limiting,6889bb16a4f4718f7097901b
20.59576,12.519332,-1,firefox font rendering,6889bb16a4f4718f7097901c
13.057614,5.510052,-1,duo authentication failure,6889bb5ba4f4718f7097901d
-22.98582,8.44867,0,atm card reader failure,6889bb5ba4f4718f7097901e
13.60545,2.1884506,57,pvsm payment delay,6889bb5ba4f4718f7097901f
6.166497,-0.75326115,15,brute force attack,6889bb5ba4f4718f70979020
-3.645328,9.264635,30,branch network latency,6889bb5ba4f4718f70979021
3.5176508,15.113551,40,report generation delay,6889bb5ba4f4718f70979022
17.282661,64.530754,6,android app crash,6889bb5ca4f4718f70979023
11.81615,0.98237866,68,cpu utilization spike,6889bb5ca4f4718f70979024
20.13372,3.783853,38,statement datum discrepancy,6889bb5ca4f4718f70979025
20.690569,12.535894,-1,font rendering error,6889bb5ca4f4718f70979026
11.172298,4.7707176,76,online login failure,6889bb9ba4f4718f70979027
-22.923609,8.820608,0,ncr card reader failure,6889bb9ba4f4718f70979028
14.312138,5.8496356,11,ach batch failure,6889bb9ba4f4718f70979029
13.079952,4.6738667,72,cbs performance degradation,6889bb9ba4f4718f7097902a
6.206898,-0.74993837,15,brute force attack,6889bb9ca4f4718f7097902b
30.591293,22.787785,9,branch network outage,6889bb9ca4f4718f7097902c
10.434872,2.4293818,69,push notification failure,6889bb9ca4f4718f7097902d
-3.4587362,9.380923,30,replication lag,6889bb9ca4f4718f7097902e
21.054674,7.0855327,-1,incorrect account statement,6889bb9ca4f4718f7097902f
20.736206,11.909479,-1,firefox ui misalignment,6889bb9ca4f4718f70979030
