x,y,cluster,keyphrase,document_id
18.255102,16.439285,40,authsvc login failure,6889ba7ca4f4718f70978ff5
-16.611397,-7.7981143,90,atm card reader failure,6889ba7ea4f4718f70978ff6
27.75087,-4.5431046,14,ach payroll failure,6889ba7ea4f4718f70978ff7
-7.5530195,-35.991768,82,fraudulent login attempt,6889ba7ea4f4718f70978ff8
33.73266,21.105879,-1,branch network outage,6889ba7ea4f4718f70978ff9
1.0678345,51.705757,87,android app crash,6889ba7ea4f4718f70978ffa
21.654444,-7.8933215,45,loan report generation,6889ba7ea4f4718f70978ffb
28.89848,28.530188,24,exchange online outage,6889ba7ea4f4718f70978ffc
-1.1556308,4.0966725,41,css styling error,6889ba7fa4f4718f70978ffd
15.081346,1.7517794,59,firewall log volume,6889ba7fa4f4718f70978ffe
12.220222,0.41154224,70,ldap query latency,6889bab4a4f4718f70978fff
-21.686,14.565935,-1,atm card retention,6889bab4a4f4718f70979000
27.796103,-4.5887017,14,ach payroll failure,6889bab4a4f4718f70979001
17.126266,3.6634362,23,core banking slowdown,6889bab4a4f4718f70979002
-8.212784,-36.065697,-1,suspicious login activity,6889bab4a4f4718f70979003
33.68243,21.239492,-1,branch network outage,6889bab4a4f4718f70979004
16.273203,0.76196694,-1,salesforce api timeout,6889bab4a4f4718f70979005
18.613756,-10.273237,32,report generation delay,6889bab4a4f4718f70979006
-7.8851,-0.51718014,11,mobile app alignment,6889bab4a4f4718f70979007
15.195883,1.6448065,59,audit log capacity,6889bab4a4f4718f70979008
13.773952,2.7007685,65,web login failure,6889bae7a4f4718f70979009
-16.835032,-7.747668,-1,atm card reader failure,6889bae7a4f4718f7097900a
27.70596,-4.5241537,5,fail ach payroll,6889bae7a4f4718f7097900b
-7.866737,-36.026413,83,suspicious login attempt,6889bae7a4f4718f7097900c
33.693333,21.162306,-1,branch network outage,6889bae7a4f4718f7097900d
21.67539,-7.8428144,45,loan report performance,6889bae7a4f4718f7097900e
1.0524756,51.65081,87,android app crash,6889bae8a4f4718f7097900f
15.377301,0.13785204,64,swift message validation,6889bae8a4f4718f70979010
16.862877,1.2242143,-1,system performance degradation,6889bae8a4f4718f70979011
0.2964285,4.533843,21,pdf nickname display,6889bae8a4f4718f70979012
15.121645,0.69891477,67,okta connection failure,6889bb16a4f4718f70979013
-16.558046,-7.678413,-1,atm card reader failure,6889bb16a4f4718f70979014
40.559265,-22.571337,76,ach payment failure,6889bb16a4f4718f70979015
-7.799266,-36.019577,83,suspicious login attempt,6889bb16a4f4718f70979016
9.845861,-7.905116,13,database performance degradation,6889bb16a4f4718f70979017
12.681481,6.65891,38,mpls circuit latency,6889bb16a4f4718f70979018
-7.2389855,0.13380022,10,mobile balance discrepancy,6889bb16a4f4718f70979019
29.449768,-7.538495,2,report generation failure,6889bb16a4f4718f7097901a
16.832495,1.2122786,74,api rate limiting,6889bb16a4f4718f7097901b
-1.0653993,4.0868373,-1,firefox font rendering,6889bb16a4f4718f7097901c
15.808465,2.4634607,-1,duo authentication failure,6889bb5ba4f4718f7097901d
-16.625185,-7.8385477,-1,atm card reader failure,6889bb5ba4f4718f7097901e
16.74115,0.21056135,-1,pvsm payment delay,6889bb5ba4f4718f7097901f
13.011616,-3.43374,19,brute force attack,6889bb5ba4f4718f70979020
12.163329,9.5900545,22,branch network latency,6889bb5ba4f4718f70979021
18.642376,-10.26154,32,report generation delay,6889bb5ba4f4718f70979022
1.0481331,51.629494,87,android app crash,6889bb5ca4f4718f70979023
15.088967,5.04233,63,cpu utilization spike,6889bb5ca4f4718f70979024
