keyphrase,document_id,has_embedding
security warning,68a89e5db21812ca3cfb3611,True
security warning,68a89e60b21812ca3cfb3871,True
security warning,68a89e60b21812ca3cfb388a,True
security warning,68a89e60b21812ca3cfb38d6,True
security warning,68a89e60b21812ca3cfb3987,True
security warning,68a89e60b21812ca3cfb398c,True
security warning,68a89e62b21812ca3cfb3ae7,True
security warning,68a89e63b21812ca3cfb3ba8,True
security warning,68a89e63b21812ca3cfb3c05,True
security warning,68a89e63b21812ca3cfb3c33,True
security warning,68a89e63b21812ca3cfb3c37,True
security warning,68a89e65b21812ca3cfb3db7,True
security warning,68a89e65b21812ca3cfb3de1,True
standing order setup,68a89e5db21812ca3cfb3612,True
standing order setup,68a89e5db21812ca3cfb3634,True
standing order setup,68a89e5eb21812ca3cfb3729,True
standing order setup,68a89e5fb21812ca3cfb376b,True
standing order setup,68a89e5fb21812ca3cfb3789,True
standing order setup,68a89e5fb21812ca3cfb37c1,True
standing order setup,68a89e60b21812ca3cfb3893,True
standing order setup,68a89e60b21812ca3cfb38fc,True
standing order setup,68a89e62b21812ca3cfb3a9e,True
standing order setup,68a89e62b21812ca3cfb3b50,True
standing order setup,68a89e63b21812ca3cfb3c44,True
standing order setup,68a89e63b21812ca3cfb3c4b,True
standing order setup,68a89e63b21812ca3cfb3c6d,True
standing order setup,68a89e63b21812ca3cfb3c6e,True
standing order setup,68a89e64b21812ca3cfb3d7b,True
standing order setup,68a89e65b21812ca3cfb3de2,True
standing order setup,68a89e65b21812ca3cfb3e04,True
api integration support,68a89e5db21812ca3cfb3613,True
api integration support,68a89e5eb21812ca3cfb3689,True
api integration support,68a89e60b21812ca3cfb38ee,True
api integration support,68a89e61b21812ca3cfb39f4,True
api integration support,68a89e62b21812ca3cfb3ac0,True
api integration support,68a89e63b21812ca3cfb3cae,True
api integration support,68a89e64b21812ca3cfb3ccd,True
api integration support,68a89e65b21812ca3cfb3da1,True
api integration support,68a89e65b21812ca3cfb3de3,True
portfolio review,68a89e5db21812ca3cfb3614,True
portfolio review,68a89e5eb21812ca3cfb36da,True
portfolio review,68a89e5fb21812ca3cfb3740,True
portfolio review,68a89e5fb21812ca3cfb37b5,True
portfolio review,68a89e60b21812ca3cfb3969,True
portfolio review,68a89e62b21812ca3cfb3a7b,True
