cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['pende deposit inquiry', 'online access block', 'online access block', 'mortgage payment pende', 'block account access', 'mortgage payment reschedule', 'pende debit investigation', 'password reset issue', 'statement discrepancy inquiry', 'decline transaction issue', 'account access issue', 'account balance discrepancy', 'decline transaction issue', 'mortgage payment rejection']",Cluster -1 (Noise),umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
0,"['fraudulent transaction dispute', 'fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction block', 'fraudulent transaction block', 'fraudulent transaction claim', 'fraudulent transaction claim', 'fraudulent access attempt', 'fraudulent transaction dispute']",Cluster 0,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
1,"['fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'dispute charge inquiry', 'fraudulent charge review', 'fraudulent charge dispute', 'fraudulent charge dispute']",Cluster 1,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
2,"['fail direct debit', 'fail payment inquiry', 'fail direct debit', 'fail direct debit', 'fail direct debit']",Cluster 2,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
3,"['direct debit issue', 'direct debit failure', 'direct debit issue', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit rejection']",Cluster 3,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
4,"['direct deposit delay', 'direct deposit delay', 'direct deposit issue', 'direct deposit issue', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit issue', 'direct deposit delay', 'direct deposit issue', 'direct deposit delay', 'direct deposit delay', 'direct deposit issue', 'direct deposit delay', 'direct deposit delay', 'direct deposit issue', 'direct deposit inquiry', 'direct deposit delay', 'direct deposit delay', 'direct deposit review', 'direct deposit issue', 'direct deposit error', 'direct deposit inquiry', 'direct deposit delay', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit delay', 'direct deposit inquiry', 'payroll deposit delay', 'direct deposit delay', 'direct deposit delay', 'miss direct deposit', 'direct deposit delay']",Cluster 4,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
5,"['unauthorized transaction dispute', 'unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized transaction dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unrecognized charge dispute', 'unauthorized charge dispute', 'unauthorized transaction inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized subscription charge', 'unauthorized charge dispute', 'unrecognized charge dispute', 'unauthorized charge inquiry', 'unauthorized subscription dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute']",Cluster 5,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
6,"['subscription charge inquiry', 'subscription dispute', 'subscription dispute inquiry', 'subscription charge inquiry', 'subscription charge inquiry', 'subscription charge dispute', 'subscription dispute', 'subscription dispute', 'subscription charge inquiry']",Cluster 6,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
7,"['recur charge inquiry', 'online fraud dispute', 'charge recognition inquiry', 'charge dispute process', 'recur charge inquiry', 'recur charge inquiry', 'recur charge inquiry', 'recur charge inquiry', 'charge dispute inquiry']",Cluster 7,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
8,"['deposit posting delay', 'deposit delay issue', 'deposit processing issue', 'deposit discrepancy issue', 'deposit issue investigation', 'deposit issue investigation', 'deposit hold issue', 'deposit issue inquiry', 'deposit posting delay', 'deposit delay issue', 'deposit delay issue']",Cluster 8,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
9,"['debit rejection issue', 'lose debit card', 'decline card issue', 'debit card decline', 'debit card decline', 'misdeliver debit card', 'debit card decline']",Cluster 9,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
10,"['card issue resolution', 'card decline issue', 'card app display issue', 'card activation issue', 'card activation issue', 'card activation failure', 'card delivery error', 'card decline issue', 'card decline issue', 'travel card block', 'card decline issue', 'card activation issue', 'card decline issue', 'card decline issue']",Cluster 10,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
11,"['payment issue resolution', 'payment issue investigation', 'payment issue resolution', 'payment processing issue', 'payment processing issue', 'otp delivery failure']",Cluster 11,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
12,"['upi transfer failure', 'kyc verification', 'upi transfer block', 'upi transfer failure', 'upi transfer failure']",Cluster 12,umap_3_hdbscan_3,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
