cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['advanced fraud detection', 'mobile banking security', 'fraud detection update', 'smishe attack response', 'cerberus x malware', 'malware detection update', 'mobile fraud detection', 'fraud patch deployment', 'smurfing investigation', 'fraud detection update', 'mobile fraud detection', 'phishe wire fraud', 'mfa vulnerability patch', 'smishe attack response', 'fraud detection update', 'smurfe fraud pattern', 'fraud patch deployment', 'phishe threat detection', 'malware threat detection']",Cluster -1 (Noise),umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
0,"['los version upgrade', 'los update training', 'los version upgrade', 'los version upgrade', 'los version upgrade']",Cluster 0,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
1,"['los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los implementation training', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los training schedule', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los training update', 'los system upgrade', 'los system upgrade', 'los staff training', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los implementation training', 'los system upgrade', 'los system upgrade', 'los system upgrade']",Cluster 1,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
2,"['fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'malware signature update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system upgrade', 'fraud system update', 'fraud system upgrade', 'fraud system upgrade', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system upgrade', 'fraud system upgrade', 'swift fraud protocol', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system upgrade', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update', 'fraud system update']",Cluster 2,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
3,"['phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe campaign impact', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response']",Cluster 3,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
4,"['branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit compliance', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit compliance', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit compliance', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit schedule', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit compliance', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit compliance', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation', 'branch audit review', 'branch audit preparation', 'branch audit preparation', 'branch audit preparation']",Cluster 4,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
5,"['fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'ach fraud update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection tune', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection calibration', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection adjustment', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection patch', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection patch', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update']",Cluster 5,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
6,"['aml audit preparation', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit', 'bsa aml audit']",Cluster 6,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
7,"['aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule update', 'aml rule revision', 'aml rule revision', 'aml procedure update', 'aml rule revision', 'aml rule update', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule update', 'aml threshold change', 'aml rule revision', 'aml threshold revision', 'aml rule update', 'aml rule revision', 'aml system update', 'aml procedure update', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml rule revision', 'aml system upgrade']",Cluster 7,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
8,"['loan application clarification', 'loan dscr discrepancy', 'loan application clarification', 'loan procedure revision', 'loan procedure revision', 'loan procedure update', 'loan procedure revision', 'loan procedure revision', 'loan procedure revision']",Cluster 8,umap_2_hdbscan_3,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 4, 'min_samples': 4, 'cluster_selection_method': 'eom'}"
