keyphrase,cluster_id,document_id,experiment_id
fraudulent wire transfer,13,688b0e9d0110d1205b4919d3,umap_2_hdbscan_3
fraud system update,2,688b0f250110d1205b4919d4,umap_2_hdbscan_3
fraud system upgrade,2,688b0f250110d1205b4919d6,umap_2_hdbscan_3
core banking upgrade,23,688b0f250110d1205b4919db,umap_2_hdbscan_3
fraud detection update,5,688b0f250110d1205b4919dd,umap_2_hdbscan_3
phishe attack mitigation,16,688b0fab0110d1205b4919e2,umap_2_hdbscan_3
sentinel vulnerability patch,20,688b0fab0110d1205b4919e3,umap_2_hdbscan_3
phishe attack response,3,688b0fab0110d1205b4919e5,umap_2_hdbscan_3
phishe attack response,3,688b0fab0110d1205b4919e7,umap_2_hdbscan_3
fraud detection update,5,688b10310110d1205b4919ea,umap_2_hdbscan_3
fraud detection upgrade,19,688b10310110d1205b4919eb,umap_2_hdbscan_3
fraud detection update,5,688b0e9d0110d1205b4919ca,umap_2_hdbscan_3
phishe attack response,3,688b0e9d0110d1205b4919cd,umap_2_hdbscan_3
branch audit preparation,4,688b0fab0110d1205b4919de,umap_2_hdbscan_3
fraudulent wire transfer,13,688b0fab0110d1205b4919df,umap_2_hdbscan_3
fraudulent wire transfer,13,688b0fab0110d1205b4919e0,umap_2_hdbscan_3
core banking upgrade,23,688b0fab0110d1205b4919e1,umap_2_hdbscan_3
branch audit notification,12,688b0fab0110d1205b4919e4,umap_2_hdbscan_3
core banking upgrade,23,688b10310110d1205b4919e8,umap_2_hdbscan_3
phishe attack response,3,688b10310110d1205b4919ec,umap_2_hdbscan_3
branch audit preparation,4,688b0e9d0110d1205b4919cb,umap_2_hdbscan_3
branch audit preparation,4,688b0e9d0110d1205b4919cc,umap_2_hdbscan_3
fraudulent ach transfer,29,688b0e9d0110d1205b4919ce,umap_2_hdbscan_3
revise aml rule,37,688b0e9d0110d1205b4919cf,umap_2_hdbscan_3
core banking upgrade,23,688b0e9d0110d1205b4919d0,umap_2_hdbscan_3
fraud system update,2,688b0e9d0110d1205b4919d2,umap_2_hdbscan_3
branch audit preparation,4,688b0f250110d1205b4919d5,umap_2_hdbscan_3
fraud system update,2,688b0f250110d1205b4919d7,umap_2_hdbscan_3
fraud detection update,5,688b0f250110d1205b4919d8,umap_2_hdbscan_3
fraudulent wire transfer,13,688b0f250110d1205b4919d9,umap_2_hdbscan_3
branch audit preparation,4,688b0fab0110d1205b4919e6,umap_2_hdbscan_3
fraudulent wire transfer,13,688b10310110d1205b4919e9,umap_2_hdbscan_3
fraud verification protocol,17,688b10310110d1205b4919ee,umap_2_hdbscan_3
fraud detection update,5,688b0e9d0110d1205b4919d1,umap_2_hdbscan_3
fraudulent wire transfer,13,688b0f250110d1205b4919da,umap_2_hdbscan_3
branch audit notification,12,688b0f250110d1205b4919dc,umap_2_hdbscan_3
