x,y,cluster,keyphrase,document_id
5.158484,-2.200425,9,recur charge inquiry,688da4a756cd4d67b0bf9fcf
-20.392757,-27.12512,6,direct deposit delay,688da4a756cd4d67b0bf9fd0
-8.104251,13.685651,0,direct debit issue,688da4a756cd4d67b0bf9fd1
15.793629,4.806743,3,fraudulent transaction dispute,688da4a756cd4d67b0bf9fd2
4.5993443,-3.1876633,12,pende deposit inquiry,688da4a756cd4d67b0bf9fd3
0.7778006,-3.7480536,-1,online access block,688da4a756cd4d67b0bf9fd4
29.043095,19.57693,2,fraudulent charge dispute,688da4a756cd4d67b0bf9fd5
28.444193,19.62201,2,fraudulent charge dispute,688da4a756cd4d67b0bf9fd6
-20.327763,-27.336666,6,direct deposit delay,688da4a756cd4d67b0bf9fd7
28.918682,19.88139,2,fraudulent charge dispute,688da4a756cd4d67b0bf9fd8
-7.3376284,13.598535,0,direct debit failure,688da4a756cd4d67b0bf9fd9
-21.239399,-27.258,5,direct deposit issue,688da4a756cd4d67b0bf9fda
4.2606554,-4.2168593,4,fail direct debit,688da4a756cd4d67b0bf9fdb
7.005053,3.523617,1,unauthorized transaction dispute,688da4a856cd4d67b0bf9fdc
1.1160873,-4.9073734,10,debit rejection issue,688da4a856cd4d67b0bf9fdd
28.621933,19.40402,2,fraudulent charge dispute,688da4a856cd4d67b0bf9fde
-21.462828,-26.994425,5,direct deposit issue,688da4a856cd4d67b0bf9fdf
-0.3189536,-4.8161182,8,card issue resolution,688da4a856cd4d67b0bf9fe0
0.7443429,-3.7641413,-1,online access block,688da4a856cd4d67b0bf9fe1
2.9492898,-1.5768368,12,deposit posting delay,688da4a856cd4d67b0bf9fe2
5.834803,2.5954778,1,unauthorized charge dispute,688da4a856cd4d67b0bf9fe3
29.079636,19.709074,2,fraudulent charge dispute,688da4a856cd4d67b0bf9fe4
28.873123,19.808878,2,fraudulent charge dispute,688da4a856cd4d67b0bf9fe5
-21.03929,-27.578238,6,direct deposit delay,688da4a856cd4d67b0bf9fe6
-7.9619107,13.721277,0,direct debit issue,688da4a856cd4d67b0bf9fe7
28.641394,19.31862,2,fraudulent charge dispute,688da4a856cd4d67b0bf9fe8
6.510423,2.6990526,1,unauthorized charge inquiry,688da4a856cd4d67b0bf9fe9
-7.3942733,13.794543,0,direct debit failure,688da4a856cd4d67b0bf9fea
-20.799505,-27.040335,6,direct deposit delay,688da4a856cd4d67b0bf9feb
-20.76638,-27.359934,6,direct deposit delay,688da4a856cd4d67b0bf9fec
29.057705,19.265203,2,fraudulent charge inquiry,688da4a856cd4d67b0bf9fed
4.1484065,-2.503971,13,mortgage payment pende,688da4a856cd4d67b0bf9fee
0.98818004,-4.9356003,10,lose debit card,688da4a856cd4d67b0bf9fef
-20.15005,-27.285946,6,direct deposit delay,688da4a856cd4d67b0bf9ff0
-0.76497877,-4.882096,8,card decline issue,688da4a856cd4d67b0bf9ff1
-21.377508,-27.153744,5,direct deposit issue,688da4a856cd4d67b0bf9ff2
