x,y,cluster,keyphrase,document_id
7.86051,-2.1565838,11,recur charge inquiry,688da4a756cd4d67b0bf9fcf
-48.41212,-13.312775,4,direct deposit delay,688da4a756cd4d67b0bf9fd0
-3.8800325,11.585046,0,direct debit issue,688da4a756cd4d67b0bf9fd1
16.094751,-1.7938893,6,fraudulent transaction dispute,688da4a756cd4d67b0bf9fd2
5.5293202,-1.6426951,15,pende deposit inquiry,688da4a756cd4d67b0bf9fd3
5.3329463,0.29926217,13,online access block,688da4a756cd4d67b0bf9fd4
28.102016,23.51066,5,fraudulent charge dispute,688da4a756cd4d67b0bf9fd5
28.268486,23.854856,5,fraudulent charge dispute,688da4a756cd4d67b0bf9fd6
-48.38865,-13.210794,4,direct deposit delay,688da4a756cd4d67b0bf9fd7
28.208,23.518633,5,fraudulent charge dispute,688da4a756cd4d67b0bf9fd8
-4.303808,12.017801,0,direct debit failure,688da4a756cd4d67b0bf9fd9
-47.734158,-13.875946,3,direct deposit issue,688da4a756cd4d67b0bf9fda
4.3819084,-1.9822539,7,fail direct debit,688da4a756cd4d67b0bf9fdb
10.209263,-0.8394386,2,unauthorized transaction dispute,688da4a856cd4d67b0bf9fdc
3.5563216,1.9057744,14,debit rejection issue,688da4a856cd4d67b0bf9fdd
28.336683,24.076656,5,fraudulent charge dispute,688da4a856cd4d67b0bf9fde
-47.865536,-13.842688,3,direct deposit issue,688da4a856cd4d67b0bf9fdf
4.444266,0.96616346,10,card issue resolution,688da4a856cd4d67b0bf9fe0
5.2195716,0.37845483,13,online access block,688da4a856cd4d67b0bf9fe1
2.8237603,-4.514659,15,deposit posting delay,688da4a856cd4d67b0bf9fe2
10.921059,-1.5076557,2,unauthorized charge dispute,688da4a856cd4d67b0bf9fe3
28.15904,23.905527,5,fraudulent charge dispute,688da4a856cd4d67b0bf9fe4
28.51812,23.772352,5,fraudulent charge dispute,688da4a856cd4d67b0bf9fe5
-48.31343,-13.685679,4,direct deposit delay,688da4a856cd4d67b0bf9fe6
-3.809277,11.693563,0,direct debit issue,688da4a856cd4d67b0bf9fe7
28.090303,24.077503,5,fraudulent charge dispute,688da4a856cd4d67b0bf9fe8
10.614702,-1.8364059,2,unauthorized charge inquiry,688da4a856cd4d67b0bf9fe9
-4.3108835,11.974534,0,direct debit failure,688da4a856cd4d67b0bf9fea
