cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['online access block', 'unauthorized transaction dispute', 'online access block', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized transaction dispute', 'online fraud dispute', 'block account access', 'pende debit investigation', 'unrecognized charge dispute', 'direct deposit inquiry', 'direct deposit review', 'unauthorized transaction inquiry', 'direct deposit inquiry', 'unauthorized subscription charge', 'unauthorized charge dispute', 'direct deposit inquiry', 'unrecognized charge dispute', 'unauthorized subscription dispute', 'unauthorized charge dispute', 'unauthorized charge dispute']",Cluster -1 (Noise),umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
0,"['direct debit issue', 'direct debit failure', 'direct debit issue', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit rejection']",Cluster 0,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
1,"['direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit error', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'miss direct deposit', 'direct deposit delay']",Cluster 1,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
2,"['direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue']",Cluster 2,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
3,"['fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'dispute charge inquiry', 'fraudulent charge review', 'fraudulent charge dispute', 'fraudulent charge dispute']",Cluster 3,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
4,"['fraudulent transaction dispute', 'fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction block', 'fraudulent transaction block', 'fraudulent transaction claim', 'fraudulent transaction claim', 'fraudulent access attempt', 'fraudulent transaction dispute']",Cluster 4,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
5,"['fail direct debit', 'fail payment inquiry', 'fail direct debit', 'fail direct debit', 'fail direct debit']",Cluster 5,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
6,"['subscription charge inquiry', 'subscription dispute', 'subscription dispute inquiry', 'subscription charge inquiry', 'subscription charge inquiry', 'subscription charge dispute', 'subscription dispute', 'subscription dispute', 'subscription charge inquiry']",Cluster 6,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
7,"['card issue resolution', 'card decline issue', 'card app display issue', 'decline card issue', 'card activation issue', 'card activation issue', 'card activation failure', 'card delivery error', 'card decline issue', 'card decline issue', 'travel card block', 'card decline issue', 'decline transaction issue', 'card activation issue', 'decline transaction issue', 'card decline issue', 'card decline issue']",Cluster 7,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
8,"['recur charge inquiry', 'charge recognition inquiry', 'charge dispute process', 'recur charge inquiry', 'recur charge inquiry', 'recur charge inquiry', 'recur charge inquiry', 'charge dispute inquiry']",Cluster 8,umap_1_hdbscan_2,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
