x,y,cluster,keyphrase,document_id
6.3544745,1.9744335,44,authsvc login failure,6889ba7ca4f4718f70978ff5
-8.355909,-30.886787,6,atm card reader failure,6889ba7ea4f4718f70978ff6
10.858183,5.482319,38,ach payroll failure,6889ba7ea4f4718f70978ff7
-14.875987,52.72358,0,fraudulent login attempt,6889ba7ea4f4718f70978ff8
32.17311,17.806082,14,branch network outage,6889ba7ea4f4718f70978ff9
-20.278105,-20.260492,4,android app crash,6889ba7ea4f4718f70978ffa
2.1992173,-0.7542739,83,loan report generation,6889ba7ea4f4718f70978ffb
6.405764,-13.361854,17,exchange online outage,6889ba7ea4f4718f70978ffc
-4.432966,11.751744,70,css styling error,6889ba7fa4f4718f70978ffd
-0.257582,7.1273575,56,firewall log volume,6889ba7fa4f4718f70978ffe
13.99381,9.788704,49,ldap query latency,6889bab4a4f4718f70978fff
22.824146,-40.510864,5,atm card retention,6889bab4a4f4718f70979000
10.858625,5.481899,38,ach payroll failure,6889bab4a4f4718f70979001
-2.232341,5.838651,20,core banking slowdown,6889bab4a4f4718f70979002
-14.135473,53.14277,0,suspicious login activity,6889bab4a4f4718f70979003
32.077892,17.933998,14,branch network outage,6889bab4a4f4718f70979004
-4.4004426,5.3245387,54,salesforce api timeout,6889bab4a4f4718f70979005
-14.742005,11.765787,28,report generation delay,6889bab4a4f4718f70979006
0.16261245,-14.442031,16,mobile app alignment,6889bab4a4f4718f70979007
-0.28138357,6.9620466,56,audit log capacity,6889bab4a4f4718f70979008
-0.9259234,7.914517,66,web login failure,6889bae7a4f4718f70979009
-8.495702,-30.97375,6,atm card reader failure,6889bae7a4f4718f7097900a
10.815694,5.5207005,38,fail ach payroll,6889bae7a4f4718f7097900b
-14.742628,52.854713,0,suspicious login attempt,6889bae7a4f4718f7097900c
32.118134,17.848198,14,branch network outage,6889bae7a4f4718f7097900d
2.188152,-0.7633115,83,loan report performance,6889bae7a4f4718f7097900e
-20.300737,-20.299881,4,android app crash,6889bae8a4f4718f7097900f
-0.5519433,6.2230234,64,swift message validation,6889bae8a4f4718f70979010
-4.0923386,5.537656,54,system performance degradation,6889bae8a4f4718f70979011
-3.9819643,10.448335,59,pdf nickname display,6889bae8a4f4718f70979012
-0.486824,5.781154,81,okta connection failure,6889bb16a4f4718f70979013
-8.368472,-31.026718,6,atm card reader failure,6889bb16a4f4718f70979014
8.948304,32.051216,10,ach payment failure,6889bb16a4f4718f70979015
-14.838272,52.763733,0,suspicious login attempt,6889bb16a4f4718f70979016
27.250748,5.7776713,34,database performance degradation,6889bb16a4f4718f70979017
8.166775,7.9871945,27,mpls circuit latency,6889bb16a4f4718f70979018
0.22262424,-13.899217,15,mobile balance discrepancy,6889bb16a4f4718f70979019
18.362171,-9.763109,13,report generation failure,6889bb16a4f4718f7097901a
-4.081917,5.5429235,54,api rate limiting,6889bb16a4f4718f7097901b
-4.5395975,12.057929,-1,firefox font rendering,6889bb16a4f4718f7097901c
-1.5024657,6.1368375,82,duo authentication failure,6889bb5ba4f4718f7097901d
-8.405807,-30.9909,6,atm card reader failure,6889bb5ba4f4718f7097901e
