x,y,cluster,keyphrase,document_id
-0.22442564,3.3967347,44,authsvc login failure,6889ba7ca4f4718f70978ff5
-25.066227,3.0610895,15,atm card reader failure,6889ba7ea4f4718f70978ff6
11.984622,-0.7271034,20,ach payroll failure,6889ba7ea4f4718f70978ff7
-3.5736725,9.466986,1,fraudulent login attempt,6889ba7ea4f4718f70978ff8
9.945775,26.22278,10,branch network outage,6889ba7ea4f4718f70978ff9
-12.663962,46.660965,9,android app crash,6889ba7ea4f4718f70978ffa
21.623417,-0.6907709,45,loan report generation,6889ba7ea4f4718f70978ffb
41.950474,15.871935,29,exchange online outage,6889ba7ea4f4718f70978ffc
19.039774,5.669118,31,css styling error,6889ba7fa4f4718f70978ffd
12.503485,6.537223,59,firewall log volume,6889ba7fa4f4718f70978ffe
9.12224,7.533534,56,ldap query latency,6889bab4a4f4718f70978fff
-20.757296,31.60513,3,atm card retention,6889bab4a4f4718f70979000
11.935153,-0.66641253,20,ach payroll failure,6889bab4a4f4718f70979001
13.447265,3.6534233,30,core banking slowdown,6889bab4a4f4718f70979002
-3.875312,8.522138,1,suspicious login activity,6889bab4a4f4718f70979003
10.289331,26.491495,10,branch network outage,6889bab4a4f4718f70979004
11.111602,4.2918878,51,salesforce api timeout,6889bab4a4f4718f70979005
20.757177,-3.7661543,36,report generation delay,6889bab4a4f4718f70979006
-11.027454,6.914973,18,mobile app alignment,6889bab4a4f4718f70979007
12.58074,6.6435227,59,audit log capacity,6889bab4a4f4718f70979008
14.397952,6.8776083,63,web login failure,6889bae7a4f4718f70979009
-24.964237,2.7624042,15,atm card reader failure,6889bae7a4f4718f7097900a
13.820595,2.2625985,11,fail ach payroll,6889bae7a4f4718f7097900b
-3.7025228,9.202513,1,suspicious login attempt,6889bae7a4f4718f7097900c
9.874139,26.494135,10,branch network outage,6889bae7a4f4718f7097900d
21.611528,-0.68536305,45,loan report performance,6889bae7a4f4718f7097900e
-12.696688,46.71885,9,android app crash,6889bae8a4f4718f7097900f
11.532206,7.5462494,62,swift message validation,6889bae8a4f4718f70979010
11.676383,3.876662,51,system performance degradation,6889bae8a4f4718f70979011
17.377861,5.148746,24,pdf nickname display,6889bae8a4f4718f70979012
