x,y,cluster,keyphrase,document_id
0.26167607,-24.279686,8,fraudulent wire transfer,688b0e9d0110d1205b4919d3
-15.796428,-7.659842,0,fraud system update,688b0f250110d1205b4919d4
-8.968947,21.288366,15,fraud system upgrade,688b0f250110d1205b4919d6
5.5410323,-1.2172517,24,core banking upgrade,688b0f250110d1205b4919db
-15.560947,22.300686,7,fraud detection update,688b0f250110d1205b4919dd
3.5069008,0.44437155,47,phishe attack mitigation,688b0fab0110d1205b4919e2
1.3838196,13.991396,36,sentinel vulnerability patch,688b0fab0110d1205b4919e3
-24.341896,8.689724,25,phishe attack response,688b0fab0110d1205b4919e5
-24.342304,8.861284,25,phishe attack response,688b0fab0110d1205b4919e7
-15.59978,22.194193,7,fraud detection update,688b10310110d1205b4919ea
-8.052411,14.674148,35,fraud detection upgrade,688b10310110d1205b4919eb
-15.6146755,22.213657,7,fraud detection update,688b0e9d0110d1205b4919ca
-24.385206,8.73976,25,phishe attack response,688b0e9d0110d1205b4919cd
18.831154,13.041811,1,branch audit preparation,688b0fab0110d1205b4919de
0.19576733,-24.367977,8,fraudulent wire transfer,688b0fab0110d1205b4919df
0.2583207,-24.431679,8,fraudulent wire transfer,688b0fab0110d1205b4919e0
5.5517077,-1.2270461,24,core banking upgrade,688b0fab0110d1205b4919e1
21.266062,3.4429326,13,branch audit notification,688b0fab0110d1205b4919e4
5.5533223,-1.2280068,24,core banking upgrade,688b10310110d1205b4919e8
-24.382612,8.821131,25,phishe attack response,688b10310110d1205b4919ec
18.895176,13.291237,1,branch audit preparation,688b0e9d0110d1205b4919cb
18.691748,13.0374,1,branch audit preparation,688b0e9d0110d1205b4919cc
-1.3054684,12.540656,29,fraudulent ach transfer,688b0e9d0110d1205b4919ce
-5.022242,3.692065,46,revise aml rule,688b0e9d0110d1205b4919cf
5.5541887,-1.2294945,24,core banking upgrade,688b0e9d0110d1205b4919d0
-15.772914,-7.798293,0,fraud system update,688b0e9d0110d1205b4919d2
18.824755,13.075067,1,branch audit preparation,688b0f250110d1205b4919d5
-15.720398,-7.828259,0,fraud system update,688b0f250110d1205b4919d7
-15.606316,22.227213,7,fraud detection update,688b0f250110d1205b4919d8
0.14675112,-24.25434,8,fraudulent wire transfer,688b0f250110d1205b4919d9
18.829311,13.336006,1,branch audit preparation,688b0fab0110d1205b4919e6
0.31152993,-24.369793,8,fraudulent wire transfer,688b10310110d1205b4919e9
-13.425025,18.160702,38,fraud verification protocol,688b10310110d1205b4919ee
-15.693689,22.209467,7,fraud detection update,688b0e9d0110d1205b4919d1
0.4396028,-24.220911,8,fraudulent wire transfer,688b0f250110d1205b4919da
21.201103,3.3449585,13,branch audit notification,688b0f250110d1205b4919dc
-15.342881,22.372519,7,advanced fraud detection,688b10310110d1205b4919ed
-24.48796,8.684536,25,phishe attack response,688b10310110d1205b4919ef
-15.427189,22.194538,7,fraud detection update,688b10310110d1205b4919f0
1.8619282,21.428337,31,sentinel system update,688b10310110d1205b4919f1
18.32077,13.284631,1,branch audit preparation,688b10b80110d1205b4919f3
0.3814274,-24.330862,8,fraudulent wire transfer,688b10b80110d1205b4919f9
0.46020517,-24.134455,8,fraudulent wire transfer,688b10b80110d1205b4919fa
-15.737531,22.261782,7,fraud detection update,688b10b80110d1205b4919fb
18.642342,13.072382,1,branch audit preparation,688b113e0110d1205b491a04
-15.725229,-7.8094096,0,fraud system update,688b11c20110d1205b491a07
-15.55152,22.322666,7,fraud detection update,688b12480110d1205b491a13
-8.081463,14.696412,35,fraud detection upgrade,688b10b80110d1205b4919f2
