x,y,cluster,keyphrase,document_id
4.4341426,14.874602,8,fraudulent wire transfer,688b0e9d0110d1205b4919d3
20.449162,-5.3829618,0,fraud system update,688b0f250110d1205b4919d4
21.73995,6.9234357,15,fraud system upgrade,688b0f250110d1205b4919d6
-19.897337,2.662973,23,core banking upgrade,688b0f250110d1205b4919db
31.324474,1.8330325,7,fraud detection update,688b0f250110d1205b4919dd
-11.581545,6.2126727,24,phishe attack mitigation,688b0fab0110d1205b4919e2
-3.2383053,-7.1681714,31,sentinel vulnerability patch,688b0fab0110d1205b4919e3
-12.711974,-2.5488894,25,phishe attack response,688b0fab0110d1205b4919e5
-12.713062,-2.530377,25,phishe attack response,688b0fab0110d1205b4919e7
31.306288,1.7682111,7,fraud detection update,688b10310110d1205b4919ea
18.938782,-1.7257656,30,fraud detection upgrade,688b10310110d1205b4919eb
31.386078,2.0098226,7,fraud detection update,688b0e9d0110d1205b4919ca
-12.711156,-2.5988557,25,phishe attack response,688b0e9d0110d1205b4919cd
-3.3572016,16.6863,1,branch audit preparation,688b0fab0110d1205b4919de
4.4351945,14.980292,8,fraudulent wire transfer,688b0fab0110d1205b4919df
4.422186,15.053681,8,fraudulent wire transfer,688b0fab0110d1205b4919e0
-19.898046,2.6622708,23,core banking upgrade,688b0fab0110d1205b4919e1
34.61748,19.585035,13,branch audit notification,688b0fab0110d1205b4919e4
-19.908773,2.6515918,23,core banking upgrade,688b10310110d1205b4919e8
-12.678706,-2.501861,25,phishe attack response,688b10310110d1205b4919ec
-3.0358446,16.577538,1,branch audit preparation,688b0e9d0110d1205b4919cb
-3.1777925,17.012346,1,branch audit preparation,688b0e9d0110d1205b4919cc
10.392193,1.9927856,27,fraudulent ach transfer,688b0e9d0110d1205b4919ce
-0.4504102,0.91248226,40,revise aml rule,688b0e9d0110d1205b4919cf
-19.900255,2.6599803,23,core banking upgrade,688b0e9d0110d1205b4919d0
20.53695,-5.3448772,0,fraud system update,688b0e9d0110d1205b4919d2
-3.2875159,16.546707,1,branch audit preparation,688b0f250110d1205b4919d5
20.56208,-5.282185,0,fraud system update,688b0f250110d1205b4919d7
31.384367,1.8635703,7,fraud detection update,688b0f250110d1205b4919d8
4.5735435,14.993585,8,fraudulent wire transfer,688b0f250110d1205b4919d9
-3.2843275,16.589218,1,branch audit preparation,688b0fab0110d1205b4919e6
4.598646,14.881138,8,fraudulent wire transfer,688b10310110d1205b4919e9
18.778154,-1.0240712,33,fraud verification protocol,688b10310110d1205b4919ee
31.503101,1.7861484,7,fraud detection update,688b0e9d0110d1205b4919d1
4.5894027,15.043414,8,fraudulent wire transfer,688b0f250110d1205b4919da
34.703945,19.560717,13,branch audit notification,688b0f250110d1205b4919dc
31.472382,1.4717733,7,advanced fraud detection,688b10310110d1205b4919ed
-12.716431,-2.4776635,25,phishe attack response,688b10310110d1205b4919ef
31.285685,1.9920151,7,fraud detection update,688b10310110d1205b4919f0
-4.065826,-5.8753805,29,sentinel system update,688b10310110d1205b4919f1
-3.2048657,16.879677,1,branch audit preparation,688b10b80110d1205b4919f3
4.441737,15.066269,8,fraudulent wire transfer,688b10b80110d1205b4919f9
4.424046,15.071997,8,fraudulent wire transfer,688b10b80110d1205b4919fa
31.254755,2.1150563,7,fraud detection update,688b10b80110d1205b4919fb
-2.9258316,16.879925,1,branch audit preparation,688b113e0110d1205b491a04
