x,y,cluster,keyphrase,document_id
11.286036,-9.171929,9,recur charge inquiry,688da4a756cd4d67b0bf9fcf
-26.689987,-7.9630322,3,direct deposit delay,688da4a756cd4d67b0bf9fd0
1.776619,-9.291572,5,direct debit issue,688da4a756cd4d67b0bf9fd1
27.75659,25.907001,0,fraudulent transaction dispute,688da4a756cd4d67b0bf9fd2
11.247487,-10.01495,-1,pende deposit inquiry,688da4a756cd4d67b0bf9fd3
10.328281,-9.582797,14,online access block,688da4a756cd4d67b0bf9fd4
31.05443,27.67553,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd5
30.534534,28.04869,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd6
-26.661758,-8.405758,3,direct deposit delay,688da4a756cd4d67b0bf9fd7
30.722527,27.851084,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd8
1.5754893,-9.150293,5,direct debit failure,688da4a756cd4d67b0bf9fd9
-26.73401,-8.651851,2,direct deposit issue,688da4a756cd4d67b0bf9fda
3.2466314,-9.09931,4,fail direct debit,688da4a756cd4d67b0bf9fdb
11.372568,-10.959443,6,unauthorized transaction dispute,688da4a856cd4d67b0bf9fdc
9.084395,-5.9477105,10,debit rejection issue,688da4a856cd4d67b0bf9fdd
30.779444,28.088972,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fde
-26.28196,-8.432255,2,direct deposit issue,688da4a856cd4d67b0bf9fdf
9.680107,-4.778148,11,card issue resolution,688da4a856cd4d67b0bf9fe0
10.292557,-9.661815,14,online access block,688da4a856cd4d67b0bf9fe1
10.061649,-2.2615852,14,deposit posting delay,688da4a856cd4d67b0bf9fe2
11.556163,-11.467135,7,unauthorized charge dispute,688da4a856cd4d67b0bf9fe3
30.484884,27.951687,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fe4
30.809155,28.051304,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fe5
-26.528418,-8.051961,3,direct deposit delay,688da4a856cd4d67b0bf9fe6
1.8327903,-9.440387,5,direct debit issue,688da4a856cd4d67b0bf9fe7
30.87722,27.991322,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fe8
11.996442,-11.444773,7,unauthorized charge inquiry,688da4a856cd4d67b0bf9fe9
1.6755489,-9.382419,5,direct debit failure,688da4a856cd4d67b0bf9fea
-26.248356,-8.2884865,3,direct deposit delay,688da4a856cd4d67b0bf9feb
-26.758709,-8.151383,3,direct deposit delay,688da4a856cd4d67b0bf9fec
30.376625,27.72272,1,fraudulent charge inquiry,688da4a856cd4d67b0bf9fed
-25.78405,-7.5335064,13,mortgage payment pende,688da4a856cd4d67b0bf9fee
9.131382,-5.897333,10,lose debit card,688da4a856cd4d67b0bf9fef
-26.704935,-8.348985,3,direct deposit delay,688da4a856cd4d67b0bf9ff0
9.282905,-5.1741076,11,card decline issue,688da4a856cd4d67b0bf9ff1
-26.823315,-8.142713,2,direct deposit issue,688da4a856cd4d67b0bf9ff2
12.000804,-11.839107,7,unauthorized charge dispute,688da4a956cd4d67b0bf9ff3
8.2468815,-4.944259,12,upi transfer failure,688da4a956cd4d67b0bf9ff4
11.620739,-11.861194,7,unauthorized charge dispute,688da4a956cd4d67b0bf9ff5
11.335932,-11.091094,6,unauthorized transaction dispute,688da4a956cd4d67b0bf9ff6
10.466622,-9.82411,14,online fraud dispute,688da4a956cd4d67b0bf9ff7
-26.590258,-7.9607735,3,direct deposit delay,688da4a956cd4d67b0bf9ff8
11.582581,-9.480434,9,charge recognition inquiry,688da4a956cd4d67b0bf9ff9
9.563418,-4.876076,11,card app display issue,688da4a956cd4d67b0bf9ffa
