cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['pende deposit inquiry', 'decline card issue', 'pende debit investigation', 'password reset issue', 'decline transaction issue', 'decline transaction issue']",Cluster -1 (Noise),umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
0,"['fraudulent transaction dispute', 'fraudulent transaction review', 'fraudulent transaction review', 'fraudulent transaction block', 'fraudulent transaction block', 'fraudulent transaction claim', 'fraudulent transaction claim', 'fraudulent access attempt', 'fraudulent transaction dispute']",Cluster 0,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
1,"['fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge inquiry', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'fraudulent charge dispute', 'dispute charge inquiry', 'fraudulent charge review', 'fraudulent charge dispute', 'fraudulent charge dispute']",Cluster 1,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
2,"['direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue', 'direct deposit issue']",Cluster 2,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
3,"['direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit delay', 'direct deposit inquiry', 'direct deposit delay', 'direct deposit delay', 'direct deposit review', 'direct deposit error', 'direct deposit inquiry', 'direct deposit delay', 'direct deposit delay', 'direct deposit inquiry', 'payroll deposit delay', 'direct deposit delay', 'direct deposit delay', 'miss direct deposit', 'direct deposit delay']",Cluster 3,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
4,"['fail direct debit', 'fail payment inquiry', 'fail direct debit', 'fail direct debit', 'fail direct debit']",Cluster 4,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
5,"['direct debit issue', 'direct debit failure', 'direct debit issue', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit block', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit failure', 'direct debit rejection']",Cluster 5,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
6,"['unauthorized transaction dispute', 'unauthorized transaction dispute', 'unauthorized transaction inquiry', 'unauthorized subscription charge', 'unauthorized subscription dispute']",Cluster 6,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
7,"['unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unrecognized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unrecognized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge dispute', 'unauthorized charge inquiry', 'unauthorized charge dispute', 'unauthorized charge dispute']",Cluster 7,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
8,"['subscription charge inquiry', 'subscription dispute', 'subscription dispute inquiry', 'subscription charge inquiry', 'subscription charge inquiry', 'subscription charge dispute', 'subscription dispute', 'subscription dispute', 'subscription charge inquiry']",Cluster 8,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
