keyphrase,document_id,has_embedding
ach processing error,688b10b80110d1205b4919f8,True
ach processing error,688b113e0110d1205b491a05,True
ach processing error,688b3afdf493d75d15e4d06e,True
ach processing error,688b3d1bf493d75d15e4d095,True
ach processing error,688b3eb3f493d75d15e4d0b3,True
ach processing error,688b4d96639b066fbfc64068,True
ach processing error,688b52de639b066fbfc640d6,True
ach processing error,688b535b639b066fbfc640e4,True
ach processing error,688b54d1649d37998a47d207,True
ach processing error,688b55e4649d37998a47d219,True
ach processing error,688b5919639b066fbfc6415d,True
ach processing error,688b60c5639b066fbfc641fe,True
ach processing error,688b68dc639b066fbfc642aa,True
aml documentation request,688b0fab0110d1205b4919e0,True
aml documentation request,688b1a9e0110d1205b491ab4,True
aml documentation request,688b2662c831f0f99f2b76b5,True
aml documentation request,688b25ebc831f0f99f2b76a6,True
aml documentation request,688b3c91f493d75d15e4d086,True
aml documentation request,688b50f6639b066fbfc640b1,True
aml documentation request,688b544b649d37998a47d1f7,True
aml documentation request,688b5ce8639b066fbfc641a8,True
aml documentation request,688b6323639b066fbfc6422b,True
aml documentation request,688b648f639b066fbfc64250,True
aml documentation request,688b65fc639b066fbfc6426a,True
aml documentation request,688b676d639b066fbfc6428d,True
aml documentation request,688b6953639b066fbfc642ae,True
api connectivity issue,688b10b80110d1205b4919f3,True
api connectivity issue,688b15ec0110d1205b491a5a,True
api connectivity issue,688b177e0110d1205b491a75,True
api connectivity issue,688b1d420110d1205b491ae3,True
api connectivity issue,688b23030110d1205b491b55,True
api connectivity issue,688b2b0cae6ebfc0404514db,True
api connectivity issue,688b3079f493d75d15e4cfa5,True
api connectivity issue,688b3c0af493d75d15e4d07f,True
api connectivity issue,688b3c0af493d75d15e4d07c,True
api connectivity issue,688b4049f493d75d15e4d0d1,True
api connectivity issue,688b40cef493d75d15e4d0da,True
api connectivity issue,688b49c3f493d75d15e4d187,True
api connectivity issue,688b4d96639b066fbfc6406b,True
api connectivity issue,688b535b639b066fbfc640e6,True
