keyphrase,cluster_id,document_id,experiment_id
authsvc login failure,41,6889ba7ca4f4718f70978ff5,umap_2_hdbscan_3
atm card reader failure,4,6889ba7ea4f4718f70978ff6,umap_2_hdbscan_3
ach payroll failure,31,6889ba7ea4f4718f70978ff7,umap_2_hdbscan_3
fraudulent login attempt,1,6889ba7ea4f4718f70978ff8,umap_2_hdbscan_3
branch network outage,13,6889ba7ea4f4718f70978ff9,umap_2_hdbscan_3
android app crash,3,6889ba7ea4f4718f70978ffa,umap_2_hdbscan_3
loan report generation,67,6889ba7ea4f4718f70978ffb,umap_2_hdbscan_3
exchange online outage,18,6889ba7ea4f4718f70978ffc,umap_2_hdbscan_3
css styling error,50,6889ba7fa4f4718f70978ffd,umap_2_hdbscan_3
firewall log volume,54,6889ba7fa4f4718f70978ffe,umap_2_hdbscan_3
ldap query latency,49,6889bab4a4f4718f70978fff,umap_2_hdbscan_3
atm card retention,6,6889bab4a4f4718f70979000,umap_2_hdbscan_3
ach payroll failure,31,6889bab4a4f4718f70979001,umap_2_hdbscan_3
core banking slowdown,19,6889bab4a4f4718f70979002,umap_2_hdbscan_3
suspicious login activity,1,6889bab4a4f4718f70979003,umap_2_hdbscan_3
branch network outage,13,6889bab4a4f4718f70979004,umap_2_hdbscan_3
salesforce api timeout,52,6889bab4a4f4718f70979005,umap_2_hdbscan_3
report generation delay,26,6889bab4a4f4718f70979006,umap_2_hdbscan_3
mobile app alignment,14,6889bab4a4f4718f70979007,umap_2_hdbscan_3
audit log capacity,54,6889bab4a4f4718f70979008,umap_2_hdbscan_3
web login failure,69,6889bae7a4f4718f70979009,umap_2_hdbscan_3
atm card reader failure,4,6889bae7a4f4718f7097900a,umap_2_hdbscan_3
fail ach payroll,31,6889bae7a4f4718f7097900b,umap_2_hdbscan_3
suspicious login attempt,1,6889bae7a4f4718f7097900c,umap_2_hdbscan_3
branch network outage,13,6889bae7a4f4718f7097900d,umap_2_hdbscan_3
loan report performance,67,6889bae7a4f4718f7097900e,umap_2_hdbscan_3
android app crash,3,6889bae8a4f4718f7097900f,umap_2_hdbscan_3
swift message validation,60,6889bae8a4f4718f70979010,umap_2_hdbscan_3
system performance degradation,52,6889bae8a4f4718f70979011,umap_2_hdbscan_3
pdf nickname display,42,6889bae8a4f4718f70979012,umap_2_hdbscan_3
okta connection failure,73,6889bb16a4f4718f70979013,umap_2_hdbscan_3
atm card reader failure,4,6889bb16a4f4718f70979014,umap_2_hdbscan_3
ach payment failure,8,6889bb16a4f4718f70979015,umap_2_hdbscan_3
suspicious login attempt,1,6889bb16a4f4718f70979016,umap_2_hdbscan_3
database performance degradation,29,6889bb16a4f4718f70979017,umap_2_hdbscan_3
mpls circuit latency,24,6889bb16a4f4718f70979018,umap_2_hdbscan_3
mobile balance discrepancy,15,6889bb16a4f4718f70979019,umap_2_hdbscan_3
report generation failure,11,6889bb16a4f4718f7097901a,umap_2_hdbscan_3
api rate limiting,52,6889bb16a4f4718f7097901b,umap_2_hdbscan_3
firefox font rendering,46,6889bb16a4f4718f7097901c,umap_2_hdbscan_3
duo authentication failure,74,6889bb5ba4f4718f7097901d,umap_2_hdbscan_3
atm card reader failure,4,6889bb5ba4f4718f7097901e,umap_2_hdbscan_3
pvsm payment delay,52,6889bb5ba4f4718f7097901f,umap_2_hdbscan_3
brute force attack,10,6889bb5ba4f4718f70979020,umap_2_hdbscan_3
branch network latency,32,6889bb5ba4f4718f70979021,umap_2_hdbscan_3
report generation delay,26,6889bb5ba4f4718f70979022,umap_2_hdbscan_3
android app crash,3,6889bb5ca4f4718f70979023,umap_2_hdbscan_3
cpu utilization spike,58,6889bb5ca4f4718f70979024,umap_2_hdbscan_3
statement datum discrepancy,43,6889bb5ca4f4718f70979025,umap_2_hdbscan_3
font rendering error,46,6889bb5ca4f4718f70979026,umap_2_hdbscan_3
online login failure,75,6889bb9ba4f4718f70979027,umap_2_hdbscan_3
ncr card reader failure,4,6889bb9ba4f4718f70979028,umap_2_hdbscan_3
ach batch failure,33,6889bb9ba4f4718f70979029,umap_2_hdbscan_3
cbs performance degradation,71,6889bb9ba4f4718f7097902a,umap_2_hdbscan_3
brute force attack,10,6889bb9ca4f4718f7097902b,umap_2_hdbscan_3
branch network outage,13,6889bb9ca4f4718f7097902c,umap_2_hdbscan_3
push notification failure,60,6889bb9ca4f4718f7097902d,umap_2_hdbscan_3
replication lag,32,6889bb9ca4f4718f7097902e,umap_2_hdbscan_3
incorrect account statement,68,6889bb9ca4f4718f7097902f,umap_2_hdbscan_3
firefox ui misalignment,50,6889bb9ca4f4718f70979030,umap_2_hdbscan_3
horizon login failure,-1,6889bbdea4f4718f70979031,umap_2_hdbscan_3
atm card reader,4,6889bbdea4f4718f70979032,umap_2_hdbscan_3
ach transfer failure,8,6889bbdfa4f4718f70979033,umap_2_hdbscan_3
brute force attack,10,6889bbdfa4f4718f70979034,umap_2_hdbscan_3
account summary api,62,6889bbdfa4f4718f70979035,umap_2_hdbscan_3
branch network outage,13,6889bbdfa4f4718f70979036,umap_2_hdbscan_3
billpay module crash,25,6889bbdfa4f4718f70979037,umap_2_hdbscan_3
dwh connection failure,-1,6889bbdfa4f4718f70979038,umap_2_hdbscan_3
voip quality,70,6889bbdfa4f4718f70979039,umap_2_hdbscan_3
account nickname truncation,22,6889bbdfa4f4718f7097903a,umap_2_hdbscan_3
webdirect login failure,-1,6889bc1ea4f4718f7097903b,umap_2_hdbscan_3
atm cash dispenser,5,6889bc1ea4f4718f7097903c,umap_2_hdbscan_3
ach routing number,34,6889bc1ea4f4718f7097903d,umap_2_hdbscan_3
database performance degradation,29,6889bc1ea4f4718f7097903e,umap_2_hdbscan_3
suspicious login attempt,1,6889bc1ea4f4718f7097903f,umap_2_hdbscan_3
branch network outage,13,6889bc1ea4f4718f70979040,umap_2_hdbscan_3
mobile balance discrepancy,15,6889bc1ea4f4718f70979041,umap_2_hdbscan_3
dtr generation failure,71,6889bc1ea4f4718f70979042,umap_2_hdbscan_3
exchange online delay,18,6889bc1fa4f4718f70979043,umap_2_hdbscan_3
