cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['atm card reader failure', 'atm card reader failure', 'suspicious login attempt', 'atm card reader failure', 'suspicious login attempt', 'atm card reader failure', 'ncr card reader failure', 'dwh connection failure', 'webdirect login failure', 'suspicious login attempt', 'dtr generation failure', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'atm card reader failure', 'ach payment delay', 'suspicious login attempt', 'atm cassette jam', 'ios app crash', 'ach payment delay', 'atm card reader failure', 'cbs database performance', 'atm card reader failure', 'suspicious login activity', 'cbs database performance', 'atm card reader failure', 'ach payment delay', 'suspicious login attempt', 'webdirect login failure', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'branch network outage', 'font size display', 'ach payment delay', 'cdw report slowdown', 'ib transaction slowdown', 'branch network outage', 'cisco router failure', 'atm chip reader', 'atm card reader failure', 'suspicious login attempt', 'atm card reader failure', 'cbs database performance', 'atm card reader failure', 'unusual login attempt', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'atm card reader failure', 'fedline connection error', 'suspicious login activity', 'ios app crash', 'ios app crash', 'font size display', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'atm card reader failure', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'ios app crash', 'atm card reader failure', 'atm card reader failure', 'suspicious login activity', 'font size display', 'atm card reader failure', 'suspicious login activity', 'ach payment delay', 'ios app crash', 'cbs disk space', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'data center cool', 'fraudulent login attempt', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'atm card reader failure', 'ach payment delay', 'fraudulent login attempt', 'branch network outage', 'ios app crash', 'db connection timeout', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'atm card reader failure', 'suspicious login activity', 'atm card reader failure', 'atm card reader failure', 'suspicious login attempt', 'ach payment delay', 'suspicious login activity', 'ach payment delay', 'suspicious login activity', 'ach payment delay', 'suspicious login activity', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'branch network outage', 'atm card reader failure', 'ach processing timeout', 'branch network outage', 'atm card reader failure', 'branch network outage', 'database query performance', 'ios app crash', 'nickname truncation', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'safari font distortion', 'atm card reader failure', 'ios app crash', 'font size display', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'ios app crash', 'suspicious login activity', 'dna performance degradation', 'branch network outage', 'atm card reader failure', 'branch network outage', 'ios app crash', 'branch network outage', 'ios app crash', 'cbs performance degradation', 'branch network outage', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'ios app crash', 'ach payment delay', 'branch network outage', 'ach payment delay', 'ios app crash', 'branch network outage', 'atm card reader failure', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'ios app crash', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'suspicious login activity', 'nickname truncation', 'cbs cpu utilization', 'ach payment delay', 'branch network outage', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ios app crash', 'atm card reader failure', 'branch network outage', 'ios app crash', 'branch network outage', 'ios app crash', 'ach payment delay', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'account nickname alignment', 'atm card reader failure', 'ibs performance degradation', 'ios app crash', 'cbs query latency', 'ios app crash', 'ios app crash', 'suspicious login activity', 'atm card reader failure', 'ach payment delay', 'atm card reader failure', 'suspicious login activity', 'font size display', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ios app crash', 'suspicious login attempt', 'branch network outage', 'atm card reader failure', 'atm card reader failure', 'fraudulent login attempt', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'fraudulent login attempt', 'ios app crash', 'ach payment delay', 'ios app crash', 'ach payment delay', 'suspicious login attempt', 'atm card reader failure', 'ach payment stall', 'suspicious login activity', 'font size display', 'branch network outage', 'ios app crash', 'atm card reader failure', 'branch network outage', 'atm card read failure', 'fraudulent login attempt', 'branch network outage', 'dwh report delay', 'font size display', 'atm card reader failure', 'branch network outage', 'ach payment delay', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'ios app crash', 'account nickname alignment', 'ios app crash', 'atm card reader failure', 'branch network outage', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'ios app crash', 'ach payment delay', 'suspicious login attempt', 'ios app crash', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'exchange server outage', 'atm card reader failure', 'suspicious login activity', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'account nickname font', 'ncr card reader failure', 'ach payment delay', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'ios app crash', 'ach payment delay', 'branch network outage', 'ios app crash', 'ios app crash', 'ach payment delay', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'ios app crash', 'account nickname alignment', 'ach payment delay', 'suspicious login attempt', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment stall', 'ios app crash', 'ios app crash', 'nickname truncation', 'atm card reader failure', 'branch network outage', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'atm card reader failure', 'suspicious login activity', 'ios app crash', 'suspicious login activity', 'suspicious login activity', 'cbs disk space', 'suspicious login activity', 'suspicious login activity', 'branch network outage', 'ios app crash', 'ios app crash', 'suspicious login activity', 'ncr card reader failure', 'suspicious login activity', 'font size display', 'ach payment delay', 'atm card reader failure', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'font size readability', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'branch network outage', 'ios app crash', 'font size display', 'atm card reader failure', 'exchange email delay', 'atm card reader failure', 'ach payment delay', 'ios app crash']",Cluster -1 (Noise),umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
0,"['fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transfer attempt', 'fraudulent wire transfer', 'fraudulent wire transfer', 'high risk transaction', 'fraudulent wire transfer', 'fraudulent transaction alert']",Cluster 0,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
1,"['ios transaction history', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash']",Cluster 1,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
2,"['atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention']",Cluster 2,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
3,"['atm cash dispenser', 'atm deposit failure', 'atm cash jam', 'atm deposit failure', 'atm cash dispense', 'atm cash dispense', 'atm cash error', 'atm cash dispense', 'atm cash dispense', 'atm cash dispense failure', 'atm cash error']",Cluster 3,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
4,"['duplicate ach payment', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate debit transaction', 'duplicate wire transfer']",Cluster 4,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
5,"['ach payment failure', 'ach transfer failure', 'nacha connectivity failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach settlement rejection', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'nacha file transmission', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment failure', 'ach payment rejection']",Cluster 5,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
6,"['report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'hard bounce analysis', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'daily report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'stage backup failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'transaction report discrepancy', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure']",Cluster 6,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
7,"['brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack', 'brute force attack']",Cluster 7,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
8,"['ob login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure']",Cluster 8,umap_2_hdbscan_2,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
