cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['phishe attack patch', 'phishe campaign detection', 'phishe wire fraud', 'phishe technique update', 'phishe attack protocol', 'phishe attack vector', 'phishe attack pattern']",Cluster -1 (Noise),umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
0,"['los version upgrade', 'los update training', 'los version upgrade', 'los version upgrade', 'los version upgrade']",Cluster 0,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
1,"['los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los implementation training', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los training schedule', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los training update', 'los system upgrade', 'los system upgrade', 'los staff training', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system training', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los system upgrade', 'los implementation training', 'los system upgrade', 'los system upgrade', 'los system upgrade']",Cluster 1,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
2,"['phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe campaign impact', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response', 'phishe attack response']",Cluster 2,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
3,"['smishe attack response', 'smurfing investigation', 'smishe attack response', 'smurfe fraud pattern']",Cluster 3,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
4,"['fraud threshold reduction', 'fraud alert threshold', 'fraud alert volume', 'fraud alert threshold', 'fraud alert review', 'fraud alert threshold', 'fraud alert threshold', 'fraud alert escalation']",Cluster 4,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
5,"['hydra-7 malware threat', 'cerberus x malware', 'hydra malware threat', 'hydra malware threat']",Cluster 5,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
6,"['false positive alert', 'false positive alert', 'false positive alert', 'false positive rate', 'false positive increase']",Cluster 6,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
7,"['fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud verification protocol', 'fraud detection update', 'advanced fraud detection', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'ach fraud update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection tune', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'mobile banking security', 'fraud detection update', 'fraud detection rollout', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection calibration', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection adjustment', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'enhance diligence', 'malware detection update', 'fraud detection update', 'mobile fraud detection', 'fraud detection update', 'fraud patch deployment', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'mobile fraud detection', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection patch', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection patch', 'enhance fraud detection', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection rollout', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection update', 'fraud patch deployment', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'fraud detection upgrade', 'fraud detection upgrade', 'fraud detection update', 'fraud detection update', 'malware threat detection', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update', 'fraud detection update']",Cluster 7,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
8,"['revise loan protocol', 'revise loan documentation', 'revise loan documentation', 'revise loan documentation', 'revise loan documentation']",Cluster 8,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
