keyphrase,cluster_id,document_id,experiment_id
recur charge inquiry,11,688da4a756cd4d67b0bf9fcf,umap_1_hdbscan_1
direct deposit delay,4,688da4a756cd4d67b0bf9fd0,umap_1_hdbscan_1
direct debit issue,0,688da4a756cd4d67b0bf9fd1,umap_1_hdbscan_1
fraudulent transaction dispute,6,688da4a756cd4d67b0bf9fd2,umap_1_hdbscan_1
pende deposit inquiry,15,688da4a756cd4d67b0bf9fd3,umap_1_hdbscan_1
online access block,13,688da4a756cd4d67b0bf9fd4,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a756cd4d67b0bf9fd5,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a756cd4d67b0bf9fd6,umap_1_hdbscan_1
direct deposit delay,4,688da4a756cd4d67b0bf9fd7,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a756cd4d67b0bf9fd8,umap_1_hdbscan_1
direct debit failure,0,688da4a756cd4d67b0bf9fd9,umap_1_hdbscan_1
direct deposit issue,3,688da4a756cd4d67b0bf9fda,umap_1_hdbscan_1
fail direct debit,7,688da4a756cd4d67b0bf9fdb,umap_1_hdbscan_1
unauthorized transaction dispute,2,688da4a856cd4d67b0bf9fdc,umap_1_hdbscan_1
debit rejection issue,14,688da4a856cd4d67b0bf9fdd,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a856cd4d67b0bf9fde,umap_1_hdbscan_1
direct deposit issue,3,688da4a856cd4d67b0bf9fdf,umap_1_hdbscan_1
card issue resolution,10,688da4a856cd4d67b0bf9fe0,umap_1_hdbscan_1
online access block,13,688da4a856cd4d67b0bf9fe1,umap_1_hdbscan_1
deposit posting delay,15,688da4a856cd4d67b0bf9fe2,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4a856cd4d67b0bf9fe3,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a856cd4d67b0bf9fe4,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a856cd4d67b0bf9fe5,umap_1_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9fe6,umap_1_hdbscan_1
direct debit issue,0,688da4a856cd4d67b0bf9fe7,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a856cd4d67b0bf9fe8,umap_1_hdbscan_1
unauthorized charge inquiry,2,688da4a856cd4d67b0bf9fe9,umap_1_hdbscan_1
direct debit failure,0,688da4a856cd4d67b0bf9fea,umap_1_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9feb,umap_1_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9fec,umap_1_hdbscan_1
fraudulent charge inquiry,5,688da4a856cd4d67b0bf9fed,umap_1_hdbscan_1
mortgage payment pende,16,688da4a856cd4d67b0bf9fee,umap_1_hdbscan_1
lose debit card,14,688da4a856cd4d67b0bf9fef,umap_1_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9ff0,umap_1_hdbscan_1
card decline issue,10,688da4a856cd4d67b0bf9ff1,umap_1_hdbscan_1
direct deposit issue,3,688da4a856cd4d67b0bf9ff2,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4a956cd4d67b0bf9ff3,umap_1_hdbscan_1
upi transfer failure,12,688da4a956cd4d67b0bf9ff4,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4a956cd4d67b0bf9ff5,umap_1_hdbscan_1
unauthorized transaction dispute,2,688da4a956cd4d67b0bf9ff6,umap_1_hdbscan_1
online fraud dispute,13,688da4a956cd4d67b0bf9ff7,umap_1_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bf9ff8,umap_1_hdbscan_1
charge recognition inquiry,11,688da4a956cd4d67b0bf9ff9,umap_1_hdbscan_1
card app display issue,10,688da4a956cd4d67b0bf9ffa,umap_1_hdbscan_1
subscription charge inquiry,8,688da4a956cd4d67b0bf9ffb,umap_1_hdbscan_1
direct deposit issue,3,688da4a956cd4d67b0bf9ffc,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4a956cd4d67b0bf9ffd,umap_1_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bf9ffe,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a956cd4d67b0bf9fff,umap_1_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bfa000,umap_1_hdbscan_1
direct debit failure,0,688da4a956cd4d67b0bfa001,umap_1_hdbscan_1
direct debit failure,0,688da4a956cd4d67b0bfa002,umap_1_hdbscan_1
block account access,13,688da4a956cd4d67b0bfa003,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4a956cd4d67b0bfa004,umap_1_hdbscan_1
kyc verification,12,688da4a956cd4d67b0bfa005,umap_1_hdbscan_1
mortgage payment reschedule,16,688da4a956cd4d67b0bfa006,umap_1_hdbscan_1
direct deposit issue,3,688da4a956cd4d67b0bfa007,umap_1_hdbscan_1
fraudulent charge dispute,5,688da4a956cd4d67b0bfa008,umap_1_hdbscan_1
decline card issue,10,688da4a956cd4d67b0bfa009,umap_1_hdbscan_1
direct debit failure,0,688da4a956cd4d67b0bfa00a,umap_1_hdbscan_1
charge dispute process,-1,688da4a956cd4d67b0bfa00b,umap_1_hdbscan_1
subscription dispute,9,688da4a956cd4d67b0bfa00c,umap_1_hdbscan_1
debit card decline,14,688da4a956cd4d67b0bfa00d,umap_1_hdbscan_1
unauthorized charge inquiry,2,688da4a956cd4d67b0bfa00e,umap_1_hdbscan_1
direct debit failure,0,688da4a956cd4d67b0bfa00f,umap_1_hdbscan_1
fail payment inquiry,7,688da4a956cd4d67b0bfa010,umap_1_hdbscan_1
fraudulent charge inquiry,5,688da4aa56cd4d67b0bfa011,umap_1_hdbscan_1
pende debit investigation,14,688da4aa56cd4d67b0bfa012,umap_1_hdbscan_1
fail direct debit,7,688da4aa56cd4d67b0bfa013,umap_1_hdbscan_1
debit card decline,14,688da4aa56cd4d67b0bfa014,umap_1_hdbscan_1
direct debit failure,0,688da4aa56cd4d67b0bfa015,umap_1_hdbscan_1
password reset issue,-1,688da4aa56cd4d67b0bfa016,umap_1_hdbscan_1
direct deposit delay,4,688da4aa56cd4d67b0bfa017,umap_1_hdbscan_1
direct debit failure,0,688da4aa56cd4d67b0bfa018,umap_1_hdbscan_1
recur charge inquiry,11,688da4aa56cd4d67b0bfa019,umap_1_hdbscan_1
deposit delay issue,15,688da4aa56cd4d67b0bfa01a,umap_1_hdbscan_1
fraudulent transaction review,6,688da4aa56cd4d67b0bfa01b,umap_1_hdbscan_1
payment issue resolution,16,688da4aa56cd4d67b0bfa01c,umap_1_hdbscan_1
fraudulent transaction review,6,688da4aa56cd4d67b0bfa01d,umap_1_hdbscan_1
direct debit failure,0,688da4aa56cd4d67b0bfa01e,umap_1_hdbscan_1
unauthorized charge dispute,2,688da4aa56cd4d67b0bfa01f,umap_1_hdbscan_1
