x,y,cluster,keyphrase,document_id
-3.8446126,15.070862,41,authsvc login failure,6889ba7ca4f4718f70978ff5
2.4735696,-27.567816,4,atm card reader failure,6889ba7ea4f4718f70978ff6
-6.2864847,-10.245259,31,ach payroll failure,6889ba7ea4f4718f70978ff7
-4.919472,33.796738,1,fraudulent login attempt,6889ba7ea4f4718f70978ff8
26.20013,-4.1376696,13,branch network outage,6889ba7ea4f4718f70978ff9
-25.069157,8.312965,3,android app crash,6889ba7ea4f4718f70978ffa
-2.0618129,7.040673,67,loan report generation,6889ba7ea4f4718f70978ffb
19.897917,18.179335,18,exchange online outage,6889ba7ea4f4718f70978ffc
-5.0596128,3.6672986,50,css styling error,6889ba7fa4f4718f70978ffd
2.8051114,2.3837261,54,firewall log volume,6889ba7fa4f4718f70978ffe
5.8064504,9.686187,49,ldap query latency,6889bab4a4f4718f70978fff
-18.754053,-8.424942,6,atm card retention,6889bab4a4f4718f70979000
-6.286424,-10.245208,31,ach payroll failure,6889bab4a4f4718f70979001
0.9638708,0.28643772,19,core banking slowdown,6889bab4a4f4718f70979002
-4.574731,34.53994,1,suspicious login activity,6889bab4a4f4718f70979003
26.069529,-4.07492,13,branch network outage,6889bab4a4f4718f70979004
3.477353,-1.8730706,52,salesforce api timeout,6889bab4a4f4718f70979005
14.194291,-8.096546,26,report generation delay,6889bab4a4f4718f70979006
-23.32812,13.922837,14,mobile app alignment,6889bab4a4f4718f70979007
2.7892964,2.2492604,54,audit log capacity,6889bab4a4f4718f70979008
1.6680818,3.2504091,69,web login failure,6889bae7a4f4718f70979009
2.5399377,-27.477955,4,atm card reader failure,6889bae7a4f4718f7097900a
-6.2731543,-10.230677,31,fail ach payroll,6889bae7a4f4718f7097900b
-4.8526406,33.91133,1,suspicious login attempt,6889bae7a4f4718f7097900c
26.137152,-4.0305643,13,branch network outage,6889bae7a4f4718f7097900d
-2.0640185,7.0407705,67,loan report performance,6889bae7a4f4718f7097900e
-25.09694,8.341823,3,android app crash,6889bae8a4f4718f7097900f
5.4621935,-0.27169907,60,swift message validation,6889bae8a4f4718f70979010
2.9720604,-1.2708107,52,system performance degradation,6889bae8a4f4718f70979011
-1.3112679,2.8717566,42,pdf nickname display,6889bae8a4f4718f70979012
5.210011,0.0533609,73,okta connection failure,6889bb16a4f4718f70979013
2.5516462,-27.54616,4,atm card reader failure,6889bb16a4f4718f70979014
-12.449954,-18.089935,8,ach payment failure,6889bb16a4f4718f70979015
-4.908115,33.818382,1,suspicious login attempt,6889bb16a4f4718f70979016
16.578089,20.690443,29,database performance degradation,6889bb16a4f4718f70979017
4.588671,-10.144614,24,mpls circuit latency,6889bb16a4f4718f70979018
-22.976944,13.458263,15,mobile balance discrepancy,6889bb16a4f4718f70979019
-7.075726,20.07469,11,report generation failure,6889bb16a4f4718f7097901a
2.987824,-1.284594,52,api rate limiting,6889bb16a4f4718f7097901b
-5.2071958,3.6824632,46,firefox font rendering,6889bb16a4f4718f7097901c
0.4777372,1.9094639,74,duo authentication failure,6889bb5ba4f4718f7097901d
2.401005,-27.475155,4,atm card reader failure,6889bb5ba4f4718f7097901e
3.8625367,-2.3180673,52,pvsm payment delay,6889bb5ba4f4718f7097901f
0.32503286,12.464438,10,brute force attack,6889bb5ba4f4718f70979020
11.378263,-13.635329,32,branch network latency,6889bb5ba4f4718f70979021
14.213752,-8.090781,26,report generation delay,6889bb5ba4f4718f70979022
-25.061808,8.329911,3,android app crash,6889bb5ca4f4718f70979023
3.896964,3.7733805,58,cpu utilization spike,6889bb5ca4f4718f70979024
2.7019243,9.764224,43,statement datum discrepancy,6889bb5ca4f4718f70979025
-5.5267024,3.7542682,46,font rendering error,6889bb5ca4f4718f70979026
