keyphrase,cluster_id,document_id,experiment_id
recur charge inquiry,9,688da4a756cd4d67b0bf9fcf,umap_2_hdbscan_1
direct deposit delay,7,688da4a756cd4d67b0bf9fd0,umap_2_hdbscan_1
direct debit issue,3,688da4a756cd4d67b0bf9fd1,umap_2_hdbscan_1
fraudulent transaction dispute,0,688da4a756cd4d67b0bf9fd2,umap_2_hdbscan_1
pende deposit inquiry,-1,688da4a756cd4d67b0bf9fd3,umap_2_hdbscan_1
online access block,-1,688da4a756cd4d67b0bf9fd4,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd5,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd6,umap_2_hdbscan_1
direct deposit delay,7,688da4a756cd4d67b0bf9fd7,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd8,umap_2_hdbscan_1
direct debit failure,3,688da4a756cd4d67b0bf9fd9,umap_2_hdbscan_1
direct deposit issue,2,688da4a756cd4d67b0bf9fda,umap_2_hdbscan_1
fail direct debit,4,688da4a756cd4d67b0bf9fdb,umap_2_hdbscan_1
unauthorized transaction dispute,5,688da4a856cd4d67b0bf9fdc,umap_2_hdbscan_1
debit rejection issue,11,688da4a856cd4d67b0bf9fdd,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fde,umap_2_hdbscan_1
direct deposit issue,2,688da4a856cd4d67b0bf9fdf,umap_2_hdbscan_1
card issue resolution,12,688da4a856cd4d67b0bf9fe0,umap_2_hdbscan_1
online access block,-1,688da4a856cd4d67b0bf9fe1,umap_2_hdbscan_1
deposit posting delay,14,688da4a856cd4d67b0bf9fe2,umap_2_hdbscan_1
unauthorized charge dispute,5,688da4a856cd4d67b0bf9fe3,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe4,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe5,umap_2_hdbscan_1
direct deposit delay,7,688da4a856cd4d67b0bf9fe6,umap_2_hdbscan_1
direct debit issue,3,688da4a856cd4d67b0bf9fe7,umap_2_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe8,umap_2_hdbscan_1
unauthorized charge inquiry,5,688da4a856cd4d67b0bf9fe9,umap_2_hdbscan_1
direct debit failure,3,688da4a856cd4d67b0bf9fea,umap_2_hdbscan_1
direct deposit delay,7,688da4a856cd4d67b0bf9feb,umap_2_hdbscan_1
direct deposit delay,7,688da4a856cd4d67b0bf9fec,umap_2_hdbscan_1
fraudulent charge inquiry,1,688da4a856cd4d67b0bf9fed,umap_2_hdbscan_1
mortgage payment pende,-1,688da4a856cd4d67b0bf9fee,umap_2_hdbscan_1
lose debit card,11,688da4a856cd4d67b0bf9fef,umap_2_hdbscan_1
direct deposit delay,7,688da4a856cd4d67b0bf9ff0,umap_2_hdbscan_1
card decline issue,12,688da4a856cd4d67b0bf9ff1,umap_2_hdbscan_1
direct deposit issue,2,688da4a856cd4d67b0bf9ff2,umap_2_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bf9ff3,umap_2_hdbscan_1
upi transfer failure,10,688da4a956cd4d67b0bf9ff4,umap_2_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bf9ff5,umap_2_hdbscan_1
unauthorized transaction dispute,5,688da4a956cd4d67b0bf9ff6,umap_2_hdbscan_1
online fraud dispute,-1,688da4a956cd4d67b0bf9ff7,umap_2_hdbscan_1
direct deposit delay,7,688da4a956cd4d67b0bf9ff8,umap_2_hdbscan_1
charge recognition inquiry,9,688da4a956cd4d67b0bf9ff9,umap_2_hdbscan_1
card app display issue,12,688da4a956cd4d67b0bf9ffa,umap_2_hdbscan_1
