x,y,cluster,keyphrase,document_id
-11.522527,-8.999895,9,recur charge inquiry,688da4a756cd4d67b0bf9fcf
-30.7525,42.49524,7,direct deposit delay,688da4a756cd4d67b0bf9fd0
-19.44425,-18.557459,3,direct debit issue,688da4a756cd4d67b0bf9fd1
22.917225,-19.371613,0,fraudulent transaction dispute,688da4a756cd4d67b0bf9fd2
-13.533918,-8.990539,-1,pende deposit inquiry,688da4a756cd4d67b0bf9fd3
-13.705976,-9.968856,-1,online access block,688da4a756cd4d67b0bf9fd4
22.729416,-21.59197,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd5
22.629799,-21.625647,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd6
-30.748734,42.619884,7,direct deposit delay,688da4a756cd4d67b0bf9fd7
22.787542,-21.60102,1,fraudulent charge dispute,688da4a756cd4d67b0bf9fd8
-19.587067,-18.482214,3,direct debit failure,688da4a756cd4d67b0bf9fd9
-30.55611,42.456238,2,direct deposit issue,688da4a756cd4d67b0bf9fda
-11.260313,-5.8067236,4,fail direct debit,688da4a756cd4d67b0bf9fdb
-14.721225,-9.919601,5,unauthorized transaction dispute,688da4a856cd4d67b0bf9fdc
-9.127935,-0.317799,11,debit rejection issue,688da4a856cd4d67b0bf9fdd
22.882782,-21.203968,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fde
-30.724653,42.297356,2,direct deposit issue,688da4a856cd4d67b0bf9fdf
-10.125648,-0.9881206,12,card issue resolution,688da4a856cd4d67b0bf9fe0
-13.628623,-9.979502,-1,online access block,688da4a856cd4d67b0bf9fe1
-8.697085,-3.0379817,14,deposit posting delay,688da4a856cd4d67b0bf9fe2
-14.415972,-9.368237,5,unauthorized charge dispute,688da4a856cd4d67b0bf9fe3
23.10107,-21.405886,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fe4
22.83991,-21.713062,1,fraudulent charge dispute,688da4a856cd4d67b0bf9fe5
-30.476124,42.255066,7,direct deposit delay,688da4a856cd4d67b0bf9fe6
-19.689919,-18.604015,3,direct debit issue,688da4a856cd4d67b0bf9fe7
