keyphrase,document_id
authsvc login failure,6889ba7ca4f4718f70978ff5
authsvc login failure,6889bca2a4f4718f7097904f
authsvc login failure,6889bdb2a4f4718f7097908b
authsvc login failure,6889bfbda4f4718f709790d1
authsvc login failure,6889c48da4f4718f7097918f
atm card reader failure,6889ba7ea4f4718f70978ff6
atm card reader failure,6889bae7a4f4718f7097900a
atm card reader failure,6889bb16a4f4718f70979014
atm card reader failure,6889bb5ba4f4718f7097901e
atm card reader failure,6889bcc9a4f4718f7097905a
atm card reader failure,6889bd02a4f4718f70979064
atm card reader failure,6889bd83a4f4718f70979082
atm card reader failure,6889bdb2a4f4718f7097908c
atm card reader failure,6889be07a4f4718f70979096
atm card reader failure,6889be6fa4f4718f709790a0
atm card reader failure,6889bee1a4f4718f709790b4
atm card reader failure,6889bfbda4f4718f709790d2
atm card reader failure,6889c016a4f4718f709790dc
atm card reader failure,6889c04ca4f4718f709790e6
atm card reader failure,6889c09aa4f4718f709790f0
atm card reader failure,6889c0cda4f4718f709790fa
atm card reader failure,6889c1d1a4f4718f70979122
atm card reader failure,6889c22ca4f4718f70979136
atm card reader failure,6889c2b4a4f4718f7097914a
atm card reader failure,6889c2e5a4f4718f70979154
atm card reader failure,6889c3bba4f4718f7097917c
atm card reader failure,6889c4fda4f4718f7097919a
atm card reader failure,6889c57aa4f4718f709791a4
atm card reader failure,6889c5e2a4f4718f709791ae
atm card reader failure,688b6b19f1207068bf7d70c2
atm card reader failure,688b6b44f1207068bf7d70cc
atm card reader failure,688b6b70f1207068bf7d70d6
atm card reader failure,688b6c22f1207068bf7d70fe
atm card reader failure,688b6c49f1207068bf7d7108
atm card reader failure,688b6c9ff1207068bf7d711c
atm card reader failure,688b6cccf1207068bf7d7126
atm card reader failure,688b6d20f1207068bf7d713a
atm card reader failure,688b6d48f1207068bf7d7144
atm card reader failure,688b6d73f1207068bf7d714e
atm card reader failure,688b6df8f1207068bf7d716c
atm card reader failure,688b6e4ef1207068bf7d7180
atm card reader failure,688b6e82f1207068bf7d718a
atm card reader failure,688b6eeef1207068bf7d719e
atm card reader failure,688b6f1af1207068bf7d71a8
atm card reader failure,688b6f46f1207068bf7d71b2
atm card reader failure,688b6f7cf1207068bf7d71bc
atm card reader failure,688b7001f1207068bf7d71da
atm card reader failure,688b7031f1207068bf7d71e4
atm card reader failure,688b709cf1207068bf7d71f8
atm card reader failure,688b70c7f1207068bf7d7202
atm card reader failure,688b713df1207068bf7d7216
