cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['suspicious login attempt', 'firefox font rendering', 'firefox ui misalignment', 'dwh connection failure', 'atm deposit failure', 'ldap authentication failure', 'firefox display misalignment', 'suspicious login attempt', 'alert email failure', 'button alignment issue', 'unusual login attempt', 'database connection timeout', 'db connection timeout', 'datum discrepancy', 'suspicious login attempt', 'database connection timeout', 'safari display misalignment', 'dwh report delay', 'report generation delay', 'safari font size']",Cluster -1 (Noise),umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
0,"['ios transaction history', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash']",Cluster 0,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
1,"['android app crash', 'android app crash', 'android app crash', 'android app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'android app crash', 'ios app crash', 'ios app crash', 'android app crash', 'android app crash', 'ios app crash', 'android app crash', 'ios app crash', 'ios app crash', 'android app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios crash report', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'android app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios crash report', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios crash report', 'ios crash report', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash', 'ios app crash']",Cluster 1,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
2,"['branch network outage', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network outage', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime', 'branch network downtime']",Cluster 2,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
3,"['branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage', 'branch network outage']",Cluster 3,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
4,"['atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention', 'atm card retention']",Cluster 4,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
5,"['ob login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure']",Cluster 5,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
6,"['atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'ncr card reader failure', 'atm card reader', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm cassette jam', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader', 'atm card reader failure', 'atm chip reader', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card read failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'ncr card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'ncr card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure', 'atm card reader failure']",Cluster 6,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
7,"['atm cash dispenser', 'atm cash jam', 'atm deposit failure', 'atm cash error', 'atm cash error']",Cluster 7,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
8,"['atm cash dispense', 'atm cash dispense', 'atm cash dispense', 'atm cash dispense', 'atm cash dispense failure']",Cluster 8,umap_1_hdbscan_1,"{'n_neighbors': 15, 'min_dist': 0.1}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
