keyphrase,document_id,has_embedding
aml alert trigger,6889bd02a4f4718f70979068,True
aml alert trigger,6889bea5a4f4718f709790af,True
aml alert trigger,6889bea6a4f4718f709790b2,True
aml alert trigger,6889bfbda4f4718f709790d3,True
aml alert trigger,6889c0cea4f4718f70979101,True
aml alert trigger,6889c173a4f4718f7097911c,True
aml alert trigger,688b6fd5f1207068bf7d71d0,True
aml alert trigger,688b7002f1207068bf7d71dd,True
aml alert trigger,688b71eff1207068bf7d723e,True
aml alert trigger,688b7217f1207068bf7d7249,True
aml alert trigger,688b7549f1207068bf7d7302,True
aml alert trigger,688b75d5f1207068bf7d731d,True
aml alert trigger,688b7cf7f1207068bf7d748a,True
aml alert trigger,688b7d4df1207068bf7d7498,True
aml alert trigger,688b8106f1207068bf7d7570,True
aml alert trigger,688b8bfaf1207068bf7d766a,True
api connection fail,6889bb16a4f4718f70979019,True
api connection fail,6889bdb2a4f4718f7097908c,True
api connection fail,6889c1d1a4f4718f70979127,True
api connection fail,6889c205a4f4718f70979130,True
api connection fail,6889c3bca4f4718f70979183,True
api connection fail,6889c643a4f4718f709791bc,True
api connection fail,688b6b44f1207068bf7d70cd,True
api connection fail,688b709cf1207068bf7d71fc,True
api connection fail,688b72bef1207068bf7d7276,True
api connection fail,688b73f5f1207068bf7d72ba,True
api connection fail,688b7f1cf1207068bf7d74f9,True
access control breach,6889bd86a4f4718f70979086,True
access control breach,6889c04da4f4718f709790e7,True
access control breach,6889c642a4f4718f709791b8,True
access control breach,688b6b1af1207068bf7d70c5,True
access control breach,688b736ef1207068bf7d729c,True
access control breach,688b7549f1207068bf7d72fe,True
access control breach,688b776df1207068bf7d736c,True
access control breach,688b7aa8f1207068bf7d7413,True
access control breach,688b804ff1207068bf7d7546,True
access control breach,688b8b78f1207068bf7d7648,True
access token expire,6889bb16a4f4718f70979015,True
access token expire,6889bca2a4f4718f70979050,True
access token expire,6889bd27a4f4718f70979075,True
access token expire,6889c09ba4f4718f709790f8,True
access token expire,6889c205a4f4718f7097912e,True
access token expire,688b6dc8f1207068bf7d7165,True
access token expire,688b6eeef1207068bf7d719d,True
access token expire,688b7495f1207068bf7d72d7,True
access token expire,688b776df1207068bf7d7371,True
access token expire,688b7912f1207068bf7d73c3,True
access token expire,688b8961f1207068bf7d75d3,True
account closure request,6889bab4a4f4718f70979008,True
account closure request,6889bd4da4f4718f7097907e,True
account closure request,6889bd82a4f4718f70979081,True
account closure request,6889bee1a4f4718f709790b5,True
account closure request,6889c172a4f4718f70979118,True
account closure request,688b6c73f1207068bf7d7114,True
account closure request,688b6cccf1207068bf7d712d,True
account closure request,688b6eeff1207068bf7d71a5,True
account closure request,688b7194f1207068bf7d722f,True
account closure request,688b75a5f1207068bf7d7313,True
account closure request,688b779bf1207068bf7d7376,True
account closure request,688b7ef1f1207068bf7d74f2,True
account closure request,688b8bfaf1207068bf7d7665,True
account closure request,688b8c79f1207068bf7d7683,True
account closure request,688b8ca7f1207068bf7d7692,True
account lockout issue,688b7f78f1207068bf7d750f,True
account lockout issue,688b8934f1207068bf7d75c2,True
account manager issue,6889ba7fa4f4718f70978ffe,True
account manager issue,6889bdb5a4f4718f70979093,True
account manager issue,6889c173a4f4718f7097911a,True
account manager issue,6889c1d1a4f4718f70979123,True
account manager issue,6889c1d1a4f4718f70979124,True
account manager issue,6889c30aa4f4718f70979162,True
account manager issue,688b6e24f1207068bf7d7175,True
account manager issue,688b7827f1207068bf7d7393,True
account manager issue,688b7c4cf1207068bf7d745c,True
account manager issue,688b8884f1207068bf7d759d,True
account mandate change,6889c22ca4f4718f70979135,True
account mandate change,688b6c4af1207068bf7d710e,True
account mandate change,688b6e4ff1207068bf7d7182,True
account mandate change,688b6ec0f1207068bf7d7195,True
account mandate change,688b7031f1207068bf7d71e5,True
account mandate change,688b7456f1207068bf7d72cf,True
account mandate change,688b7641f1207068bf7d732d,True
account mandate change,688b7e6ff1207068bf7d74d5,True
account mandate change,688b89eef1207068bf7d75ef,True
account synchronization fail,6889bb16a4f4718f70979016,True
account synchronization fail,6889c173a4f4718f7097911b,True
account synchronization fail,6889c364a4f4718f70979171,True
account synchronization fail,688b6bf5f1207068bf7d70f7,True
account synchronization fail,688b6e4ff1207068bf7d7185,True
account synchronization fail,688b7291f1207068bf7d7265,True
account synchronization fail,688b75a5f1207068bf7d7315,True
account synchronization fail,688b779bf1207068bf7d737a,True
account synchronization fail,688b804ef1207068bf7d753f,True
account synchronization fail,688b8a1cf1207068bf7d75fc,True
account synchronization fail,688b8af1f1207068bf7d7627,True
account termination request,6889c2b4a4f4718f70979149,True
account termination request,6889c48ea4f4718f70979197,True
account termination request,688b6b45f1207068bf7d70d4,True
account termination request,688b6e4ef1207068bf7d7180,True
account termination request,688b7166f1207068bf7d7223,True
account termination request,688b736ef1207068bf7d729b,True
account termination request,688b73f5f1207068bf7d72b6,True
account termination request,688b7576f1207068bf7d730c,True
account termination request,688b7912f1207068bf7d73cb,True
account termination request,688b7ccbf1207068bf7d7480,True
account termination request,688b8a48f1207068bf7d75fd,True
account termination request,688b8ac5f1207068bf7d761f,True
alert system fail,6889c2b5a4f4718f70979150,True
alert system fail,6889c5e2a4f4718f709791ad,True
alert system fail,688b6d9df1207068bf7d715c,True
alert system fail,688b6fa8f1207068bf7d71c9,True
alert system fail,688b7319f1207068bf7d7288,True
alert system fail,688b73c5f1207068bf7d72ad,True
alert system fail,688b7642f1207068bf7d7334,True
alert system fail,688b776df1207068bf7d7370,True
alert system fail,688b7828f1207068bf7d7399,True
alert system fail,688b7b65f1207068bf7d7436,True
alert system fail,688b7c1cf1207068bf7d7453,True
alert system fail,688b7cf6f1207068bf7d7482,True
alert system fail,688b7f1cf1207068bf7d74fd,True
alert system fail,688b8a1cf1207068bf7d75fb,True
alert system fail,688b8a71f1207068bf7d760a,True
alert system fail,688b8c79f1207068bf7d7687,True
analytic query fail,6889bd4ca4f4718f7097907c,True
analytic query fail,6889be07a4f4718f70979096,True
analytic query fail,6889be07a4f4718f70979098,True
analytic query fail,6889bea5a4f4718f709790ab,True
analytic query fail,688b6df9f1207068bf7d7172,True
analytic query fail,688b6f1bf1207068bf7d71af,True
analytic query fail,688b6fd6f1207068bf7d71d5,True
analytic query fail,688b72bef1207068bf7d726f,True
analytic query fail,688b7601f1207068bf7d7326,True
analytic query fail,688b7cf6f1207068bf7d7488,True
analytic query fail,688b8a9bf1207068bf7d7613,True
analytic query fail,688b8af1f1207068bf7d7629,True
app update problem,6889bab4a4f4718f70979004,True
app update problem,6889bd03a4f4718f7097906b,True
app update problem,6889c22ca4f4718f70979138,True
app update problem,6889c57ba4f4718f709791ab,True
app update problem,688b6e24f1207068bf7d7177,True
app update problem,688b6f1bf1207068bf7d71ad,True
app update problem,688b7881f1207068bf7d73a5,True
app update problem,688b7912f1207068bf7d73cc,True
app update problem,688b7bd8f1207068bf7d744b,True
app update problem,688b7e6ff1207068bf7d74d1,True
app update problem,688b7ff7f1207068bf7d7533,True
app update problem,688b88b1f1207068bf7d75a5,True
app update problem,688b89c3f1207068bf7d75e7,True
application processing slow,6889c0cda4f4718f709790fd,True
application processing slow,688b6e83f1207068bf7d7192,True
application processing slow,688b7aa8f1207068bf7d741b,True
application processing slow,688b7c75f1207068bf7d7465,True
application processing slow,688b7fa2f1207068bf7d751b,True
application processing slow,688b8a1cf1207068bf7d75f4,True
application server,6889bc64a4f4718f70979047,True
application server,6889c2b4a4f4718f7097914f,True
application server,6889c3bba4f4718f7097917b,True
application server,688b6e25f1207068bf7d717d,True
application server,688b73f6f1207068bf7d72bd,True
application server,688b78b1f1207068bf7d73b8,True
application server,688b7bd8f1207068bf7d7448,True
application server,688b7e99f1207068bf7d74dd,True
authentication error report,6889bbdfa4f4718f70979033,True
authentication error report,6889bdb4a4f4718f70979090,True
authentication error report,6889c57aa4f4718f709791a9,True
authentication error report,688b6c4af1207068bf7d7110,True
authentication error report,688b6ec0f1207068bf7d7194,True
authentication error report,688b6fd6f1207068bf7d71d2,True
authentication error report,688b7031f1207068bf7d71e4,True
authentication error report,688b77cef1207068bf7d7382,True
authentication error report,688b78def1207068bf7d73bb,True
authentication error report,688b7a14f1207068bf7d73fc,True
authentication error report,688b7aa8f1207068bf7d741c,True
authentication error report,688b7d4ef1207068bf7d749d,True
authentication error report,688b7e33f1207068bf7d74cb,True
authentication error report,688b7fcaf1207068bf7d7529,True
authentication error report,688b8144f1207068bf7d7575,True
authentication error report,688b8c7af1207068bf7d7688,True
authorization matrix error,6889bc1ea4f4718f7097903f,True
authorization matrix error,6889bea5a4f4718f709790ad,True
authorization matrix error,688b6bf5f1207068bf7d70fa,True
authorization matrix error,688b6bf6f1207068bf7d70fc,True
authorization matrix error,688b74c8f1207068bf7d72e0,True
authorization matrix error,688b77fbf1207068bf7d7389,True
authorization matrix error,688b8a9bf1207068bf7d7619,True
backup system fail,688b6ec1f1207068bf7d719b,True
backup system fail,688b739af1207068bf7d72a4,True
backup system fail,688b7427f1207068bf7d72c8,True
backup system fail,688b74c9f1207068bf7d72e1,True
backup system fail,688b7602f1207068bf7d7328,True
backup system fail,688b7912f1207068bf7d73c4,True
backup system fail,688b8022f1207068bf7d753e,True
backup system fail,688b8a9bf1207068bf7d7617,True
backup system fail,688b8ca7f1207068bf7d7690,True
backup system fail,688b8d2df1207068bf7d76ad,True
balance concentration fail,688b6bcaf1207068bf7d70ee,True
balance concentration fail,688b6c9ff1207068bf7d7123,True
balance concentration fail,688b705ff1207068bf7d71ef,True
balance concentration fail,688b7319f1207068bf7d7284,True
balance concentration fail,688b7345f1207068bf7d7295,True
balance concentration fail,688b7549f1207068bf7d72fd,True
balance concentration fail,688b7576f1207068bf7d730e,True
balance concentration fail,688b7c1cf1207068bf7d7454,True
balance concentration fail,688b7dd8f1207068bf7d74bc,True
