keyphrase,cluster_id,document_id,experiment_id
recur charge inquiry,7,688da4a756cd4d67b0bf9fcf,umap_3_hdbscan_1
direct deposit delay,4,688da4a756cd4d67b0bf9fd0,umap_3_hdbscan_1
direct debit issue,3,688da4a756cd4d67b0bf9fd1,umap_3_hdbscan_1
fraudulent transaction dispute,0,688da4a756cd4d67b0bf9fd2,umap_3_hdbscan_1
pende deposit inquiry,-1,688da4a756cd4d67b0bf9fd3,umap_3_hdbscan_1
online access block,-1,688da4a756cd4d67b0bf9fd4,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd5,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd6,umap_3_hdbscan_1
direct deposit delay,4,688da4a756cd4d67b0bf9fd7,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd8,umap_3_hdbscan_1
direct debit failure,3,688da4a756cd4d67b0bf9fd9,umap_3_hdbscan_1
direct deposit issue,4,688da4a756cd4d67b0bf9fda,umap_3_hdbscan_1
fail direct debit,2,688da4a756cd4d67b0bf9fdb,umap_3_hdbscan_1
unauthorized transaction dispute,5,688da4a856cd4d67b0bf9fdc,umap_3_hdbscan_1
debit rejection issue,8,688da4a856cd4d67b0bf9fdd,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fde,umap_3_hdbscan_1
direct deposit issue,4,688da4a856cd4d67b0bf9fdf,umap_3_hdbscan_1
card issue resolution,9,688da4a856cd4d67b0bf9fe0,umap_3_hdbscan_1
online access block,-1,688da4a856cd4d67b0bf9fe1,umap_3_hdbscan_1
deposit posting delay,10,688da4a856cd4d67b0bf9fe2,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4a856cd4d67b0bf9fe3,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe4,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe5,umap_3_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9fe6,umap_3_hdbscan_1
direct debit issue,3,688da4a856cd4d67b0bf9fe7,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe8,umap_3_hdbscan_1
unauthorized charge inquiry,5,688da4a856cd4d67b0bf9fe9,umap_3_hdbscan_1
direct debit failure,3,688da4a856cd4d67b0bf9fea,umap_3_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9feb,umap_3_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9fec,umap_3_hdbscan_1
fraudulent charge inquiry,1,688da4a856cd4d67b0bf9fed,umap_3_hdbscan_1
mortgage payment pende,-1,688da4a856cd4d67b0bf9fee,umap_3_hdbscan_1
lose debit card,8,688da4a856cd4d67b0bf9fef,umap_3_hdbscan_1
direct deposit delay,4,688da4a856cd4d67b0bf9ff0,umap_3_hdbscan_1
card decline issue,9,688da4a856cd4d67b0bf9ff1,umap_3_hdbscan_1
direct deposit issue,4,688da4a856cd4d67b0bf9ff2,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bf9ff3,umap_3_hdbscan_1
upi transfer failure,12,688da4a956cd4d67b0bf9ff4,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bf9ff5,umap_3_hdbscan_1
unauthorized transaction dispute,5,688da4a956cd4d67b0bf9ff6,umap_3_hdbscan_1
online fraud dispute,-1,688da4a956cd4d67b0bf9ff7,umap_3_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bf9ff8,umap_3_hdbscan_1
charge recognition inquiry,7,688da4a956cd4d67b0bf9ff9,umap_3_hdbscan_1
card app display issue,9,688da4a956cd4d67b0bf9ffa,umap_3_hdbscan_1
subscription charge inquiry,6,688da4a956cd4d67b0bf9ffb,umap_3_hdbscan_1
direct deposit issue,4,688da4a956cd4d67b0bf9ffc,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bf9ffd,umap_3_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bf9ffe,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a956cd4d67b0bf9fff,umap_3_hdbscan_1
direct deposit delay,4,688da4a956cd4d67b0bfa000,umap_3_hdbscan_1
direct debit failure,3,688da4a956cd4d67b0bfa001,umap_3_hdbscan_1
direct debit failure,3,688da4a956cd4d67b0bfa002,umap_3_hdbscan_1
block account access,-1,688da4a956cd4d67b0bfa003,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4a956cd4d67b0bfa004,umap_3_hdbscan_1
kyc verification,12,688da4a956cd4d67b0bfa005,umap_3_hdbscan_1
mortgage payment reschedule,-1,688da4a956cd4d67b0bfa006,umap_3_hdbscan_1
direct deposit issue,4,688da4a956cd4d67b0bfa007,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4a956cd4d67b0bfa008,umap_3_hdbscan_1
decline card issue,9,688da4a956cd4d67b0bfa009,umap_3_hdbscan_1
direct debit failure,3,688da4a956cd4d67b0bfa00a,umap_3_hdbscan_1
charge dispute process,7,688da4a956cd4d67b0bfa00b,umap_3_hdbscan_1
subscription dispute,6,688da4a956cd4d67b0bfa00c,umap_3_hdbscan_1
debit card decline,8,688da4a956cd4d67b0bfa00d,umap_3_hdbscan_1
unauthorized charge inquiry,5,688da4a956cd4d67b0bfa00e,umap_3_hdbscan_1
direct debit failure,3,688da4a956cd4d67b0bfa00f,umap_3_hdbscan_1
fail payment inquiry,2,688da4a956cd4d67b0bfa010,umap_3_hdbscan_1
fraudulent charge inquiry,1,688da4aa56cd4d67b0bfa011,umap_3_hdbscan_1
pende debit investigation,-1,688da4aa56cd4d67b0bfa012,umap_3_hdbscan_1
fail direct debit,2,688da4aa56cd4d67b0bfa013,umap_3_hdbscan_1
debit card decline,8,688da4aa56cd4d67b0bfa014,umap_3_hdbscan_1
direct debit failure,3,688da4aa56cd4d67b0bfa015,umap_3_hdbscan_1
password reset issue,-1,688da4aa56cd4d67b0bfa016,umap_3_hdbscan_1
direct deposit delay,4,688da4aa56cd4d67b0bfa017,umap_3_hdbscan_1
direct debit failure,3,688da4aa56cd4d67b0bfa018,umap_3_hdbscan_1
recur charge inquiry,7,688da4aa56cd4d67b0bfa019,umap_3_hdbscan_1
deposit delay issue,10,688da4aa56cd4d67b0bfa01a,umap_3_hdbscan_1
fraudulent transaction review,0,688da4aa56cd4d67b0bfa01b,umap_3_hdbscan_1
payment issue resolution,11,688da4aa56cd4d67b0bfa01c,umap_3_hdbscan_1
fraudulent transaction review,0,688da4aa56cd4d67b0bfa01d,umap_3_hdbscan_1
direct debit failure,3,688da4aa56cd4d67b0bfa01e,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4aa56cd4d67b0bfa01f,umap_3_hdbscan_1
fail direct debit,2,688da4aa56cd4d67b0bfa020,umap_3_hdbscan_1
direct deposit delay,4,688da4aa56cd4d67b0bfa021,umap_3_hdbscan_1
direct deposit issue,4,688da4aa56cd4d67b0bfa022,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4aa56cd4d67b0bfa023,umap_3_hdbscan_1
unrecognized charge dispute,5,688da4aa56cd4d67b0bfa024,umap_3_hdbscan_1
direct debit failure,3,688da4aa56cd4d67b0bfa025,umap_3_hdbscan_1
recur charge inquiry,7,688da4aa56cd4d67b0bfa026,umap_3_hdbscan_1
card activation issue,9,688da4aa56cd4d67b0bfa027,umap_3_hdbscan_1
deposit processing issue,10,688da4aa56cd4d67b0bfa028,umap_3_hdbscan_1
card activation issue,9,688da4aa56cd4d67b0bfa029,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4aa56cd4d67b0bfa02a,umap_3_hdbscan_1
direct deposit inquiry,4,688da4aa56cd4d67b0bfa02b,umap_3_hdbscan_1
card activation failure,9,688da4aa56cd4d67b0bfa02c,umap_3_hdbscan_1
direct deposit delay,4,688da4aa56cd4d67b0bfa02d,umap_3_hdbscan_1
direct deposit delay,4,688da4aa56cd4d67b0bfa02e,umap_3_hdbscan_1
direct deposit review,4,688da4ab56cd4d67b0bfa02f,umap_3_hdbscan_1
card delivery error,9,688da4ab56cd4d67b0bfa030,umap_3_hdbscan_1
direct deposit issue,4,688da4ab56cd4d67b0bfa031,umap_3_hdbscan_1
card decline issue,9,688da4ab56cd4d67b0bfa032,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa033,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4ab56cd4d67b0bfa034,umap_3_hdbscan_1
unauthorized transaction inquiry,5,688da4ab56cd4d67b0bfa035,umap_3_hdbscan_1
deposit discrepancy issue,10,688da4ab56cd4d67b0bfa036,umap_3_hdbscan_1
direct debit failure,3,688da4ab56cd4d67b0bfa037,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa038,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa039,umap_3_hdbscan_1
direct deposit error,4,688da4ab56cd4d67b0bfa03a,umap_3_hdbscan_1
payment issue investigation,11,688da4ab56cd4d67b0bfa03b,umap_3_hdbscan_1
card decline issue,9,688da4ab56cd4d67b0bfa03c,umap_3_hdbscan_1
deposit issue investigation,10,688da4ab56cd4d67b0bfa03d,umap_3_hdbscan_1
fraudulent transaction block,0,688da4ab56cd4d67b0bfa03e,umap_3_hdbscan_1
direct deposit inquiry,4,688da4ab56cd4d67b0bfa03f,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa040,umap_3_hdbscan_1
travel card block,9,688da4ab56cd4d67b0bfa041,umap_3_hdbscan_1
direct deposit delay,4,688da4ab56cd4d67b0bfa042,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa043,umap_3_hdbscan_1
upi transfer block,12,688da4ab56cd4d67b0bfa044,umap_3_hdbscan_1
fraudulent transaction block,0,688da4ab56cd4d67b0bfa045,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa046,umap_3_hdbscan_1
direct debit block,3,688da4ab56cd4d67b0bfa047,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4ab56cd4d67b0bfa048,umap_3_hdbscan_1
direct deposit issue,4,688da4ab56cd4d67b0bfa049,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa04a,umap_3_hdbscan_1
card decline issue,9,688da4ab56cd4d67b0bfa04b,umap_3_hdbscan_1
misdeliver debit card,8,688da4ab56cd4d67b0bfa04c,umap_3_hdbscan_1
fraudulent transaction claim,0,688da4ac56cd4d67b0bfa04d,umap_3_hdbscan_1
direct debit failure,3,688da4ac56cd4d67b0bfa04e,umap_3_hdbscan_1
statement discrepancy inquiry,-1,688da4ac56cd4d67b0bfa04f,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4ac56cd4d67b0bfa050,umap_3_hdbscan_1
direct deposit issue,4,688da4ac56cd4d67b0bfa051,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa052,umap_3_hdbscan_1
recur charge inquiry,7,688da4ac56cd4d67b0bfa053,umap_3_hdbscan_1
payment issue resolution,11,688da4ac56cd4d67b0bfa054,umap_3_hdbscan_1
decline transaction issue,-1,688da4ac56cd4d67b0bfa055,umap_3_hdbscan_1
direct debit failure,3,688da4ac56cd4d67b0bfa056,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4ac56cd4d67b0bfa057,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa058,umap_3_hdbscan_1
direct deposit issue,4,688da4ac56cd4d67b0bfa059,umap_3_hdbscan_1
subscription dispute inquiry,6,688da4ac56cd4d67b0bfa05a,umap_3_hdbscan_1
subscription charge inquiry,6,688da4ac56cd4d67b0bfa05b,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa05c,umap_3_hdbscan_1
payment processing issue,11,688da4ac56cd4d67b0bfa05d,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa05e,umap_3_hdbscan_1
account access issue,-1,688da4ac56cd4d67b0bfa05f,umap_3_hdbscan_1
unauthorized subscription charge,5,688da4ac56cd4d67b0bfa060,umap_3_hdbscan_1
upi transfer failure,12,688da4ac56cd4d67b0bfa061,umap_3_hdbscan_1
deposit issue investigation,10,688da4ac56cd4d67b0bfa062,umap_3_hdbscan_1
direct debit failure,3,688da4ac56cd4d67b0bfa063,umap_3_hdbscan_1
payment processing issue,11,688da4ac56cd4d67b0bfa064,umap_3_hdbscan_1
account balance discrepancy,-1,688da4ac56cd4d67b0bfa065,umap_3_hdbscan_1
dispute charge inquiry,1,688da4ac56cd4d67b0bfa066,umap_3_hdbscan_1
unauthorized charge dispute,5,688da4ac56cd4d67b0bfa067,umap_3_hdbscan_1
upi transfer failure,12,688da4ac56cd4d67b0bfa068,umap_3_hdbscan_1
subscription charge inquiry,6,688da4ac56cd4d67b0bfa069,umap_3_hdbscan_1
direct deposit delay,4,688da4ac56cd4d67b0bfa06a,umap_3_hdbscan_1
fraudulent charge review,1,688da4ad56cd4d67b0bfa06b,umap_3_hdbscan_1
direct deposit inquiry,4,688da4ad56cd4d67b0bfa06c,umap_3_hdbscan_1
fraudulent charge dispute,1,688da4ad56cd4d67b0bfa06d,umap_3_hdbscan_1
card activation issue,9,688da4ad56cd4d67b0bfa06e,umap_3_hdbscan_1
direct debit failure,3,688da4ad56cd4d67b0bfa06f,umap_3_hdbscan_1
unrecognized charge dispute,5,688da4ad56cd4d67b0bfa070,umap_3_hdbscan_1
deposit hold issue,10,688da4ad56cd4d67b0bfa071,umap_3_hdbscan_1
