cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
-1,"['branch network outage', 'atm card retention', 'suspicious login activity', 'branch network outage', 'salesforce api timeout', 'atm card reader failure', 'branch network outage', 'system performance degradation', 'atm card reader failure', 'firefox font rendering', 'duo authentication failure', 'atm card reader failure', 'pvsm payment delay', 'font rendering error', 'ncr card reader failure', 'cbs performance degradation', 'branch network outage', 'incorrect account statement', 'firefox ui misalignment', 'branch network outage', 'dwh connection failure', 'webdirect login failure', 'database performance degradation', 'suspicious login attempt', 'branch network outage', 'dtr generation failure', 'salesforce datum sync', 'transaction datum lock', 'atm card reader failure', 'brute force attack', 'ldap authentication failure', 'atm card reader failure', 'atm card retention', 'suspicious login activity', 'branch network outage', 'ach payment delay', 'branch network outage', 'account nickname truncation', 'branch network outage', 'ios app crash', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login attempt', 'branch network outage', 'ths api timeout', 'firefox display misalignment', 'atm cassette jam', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'nacha connectivity failure', 'branch network outage', 'ldap connection timeout', 'suspicious login activity', 'ach payment delay', 'ios app crash', 'account nickname truncation', 'atm card reader failure', 'ios app crash', 'olb login failure', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'web server log', 'atm card reader failure', 'branch network outage', 'webdirect login failure', 'atm card reader failure', 'branch network outage', 'branch network outage', 'branch network outage', 'atm card retention', 'suspicious login activity', 'branch network outage', 'network printer offline', 'atm card reader failure', 'branch network outage', 'nickname display error', 'athena login failure', 'ios app crash', 'api connection timeout', 'atm card reader failure', 'cadb query performance', 'delay ach payment', 'atm card reader failure', 'cbs performance degradation', 'branch network outage', 'atm card reader failure', 'ios app crash', 'font render discrepancy', 'atm card retention', 'cdw report slowdown', 'branch network outage', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'ib transaction slowdown', 'nacha file error', 'brute force attack', 'cisco router failure', 'button alignment issue', 'branch network outage', 'ios app crash', 'web server log', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'ach settlement rejection', 'branch network outage', 'cbs database performance', 'branch network outage', 'experian api failure', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'atm card reader failure', 'ios app crash', 'atm card reader failure', 'fedline connection error', 'atm card retention', 'suspicious login activity', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'ios app crash', 'mfa login failure', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'exchange server performance', 'atm card retention', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'brute force attack', 'account nickname font', 'atm card retention', 'suspicious login activity', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'branch network outage', 'branch network outage', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login attempt', 'branch network outage', 'ios app crash', 'account nickname font', 'atm card retention', 'api payment delay', 'branch network downtime', 'ldap authentication failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'cbs performance degradation', 'branch network outage', 'ios app crash', 'mfa login failure', 'branch network outage', 'db connection timeout', 'ios app crash', 'atm card reader failure', 'branch network outage', 'exchange server outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'account nickname truncation', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'ios app crash', 'experian api failure', 'account nickname truncation', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'mfa login failure', 'atm card reader failure', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ldap authentication failure', 'brute force attack', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach processing timeout', 'branch network outage', 'ios app crash', 'account nickname font', 'atm card reader failure', 'branch network outage', 'database query performance', 'atm card retention', 'ios app crash', 'nickname truncation', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'safari font distortion', 'atm card reader failure', 'atm card reader failure', 'brute force attack', 'branch network outage', 'font size display', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'exchange server outage', 'ach payment delay', 'suspicious mobile login', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'ach payment failure', 'dna performance degradation', 'branch network outage', 'account nickname font', 'atm card reader failure', 'branch network outage', 'atm card retention', 'suspicious login activity', 'branch network outage', 'cif database performance', 'ios app crash', 'atm card retention', 'branch network outage', 'ios app crash', 'account nickname truncation', 'atm card reader failure', 'suspicious login attempt', 'branch network outage', 'api bad request', 'atm card retention', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card retention', 'suspicious login activity', 'branch network outage', 'account nickname alignment', 'atm card retention', 'suspicious login activity', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'atm card reader failure', 'suspicious login activity', 'ios app crash', 'account nickname alignment', 'atm card reader failure', 'api payment delay', 'suspicious login activity', 'ach payment delay', 'atm card reader failure', 'suspicious login activity', 'ios app crash', 'nickname truncation', 'ach payment failure', 'suspicious login activity', 'atm card retention', 'branch network outage', 'branch network outage', 'atm card retention', 'suspicious login activity', 'atm card reader failure', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'branch network outage', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'api performance degradation', 'ios app crash', 'atm card reader failure', 'branch network outage', 'ios app crash', 'account nickname alignment', 'atm card reader failure', 'ibs performance degradation', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card retention', 'suspicious login activity', 'branch network outage', 'cbs query latency', 'atm card retention', 'cbs performance latency', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'database performance degradation', 'branch network outage', 'atm card reader failure', 'ios app crash', 'ios app crash', 'atm card retention', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'branch network outage', 'atm card retention', 'branch network outage', 'atm card reader failure', 'branch network outage', 'ios app crash', 'atm card reader failure', 'atm card retention', 'ach payment failure', 'branch network outage', 'cbs shutdown failure', 'atm card reader failure', 'branch network outage', 'duo security failure', 'atm card reader failure', 'ios app crash', 'atm card reader failure', 'atm card reader failure', 'unusual login activity', 'branch network outage', 'ios app crash', 'cbs shutdown failure', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'atm card reader failure', 'branch network outage', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'atm card retention', 'ach payment delay', 'ios app crash', 'duo security failure', 'atm card reader failure', 'nacha file transmission', 'ios app crash', 'account nickname font', 'atm card reader failure', 'suspicious login activity', 'ios app crash', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card retention', 'branch network outage', 'account nickname truncation', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'exchange server outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'api response delay', 'ios app crash', 'atm card read failure', 'dwh report delay', 'atm card retention', 'branch network outage', 'atm card reader failure', 'branch network outage', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'cif query performance', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card retention', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card retention', 'ios app crash', 'branch network outage', 'atm card retention', 'ach payment delay', 'ios app crash', 'account nickname font', 'brute force attack', 'branch network outage', 'ios app crash', 'statement archive failure', 'brute force attack', 'branch network outage', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'exchange server outage', 'atm card reader failure', 'ach payment delay', 'atm card retention', 'api response delay', 'ncr card reader failure', 'ios app crash', 'suspicious login activity', 'ios app crash', 'atm card retention', 'suspicious login activity', 'ios app crash', 'atm card retention', 'branch network outage', 'ios app crash', 'atm card retention', 'brute force attack', 'branch network outage', 'atm card retention', 'branch network outage', 'atm card retention', 'suspicious login activity', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'finacle query timeout', 'ios app crash', 'exchange server outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card retention', 'ach payment delay', 'branch network outage', 'ios app crash', 'account nickname alignment', 'web server log', 'atm card retention', 'ios app crash', 'branch network outage', 'nickname truncation', 'cbs log growth', 'suspicious login activity', 'atm card reader failure', 'ach payment delay', 'ios app crash', 'ldap authentication failure', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'exchange server outage', 'atm card reader failure', 'branch network outage', 'font size render', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'account nickname truncation', 'atm card retention', 'branch network outage', 'atm card reader failure', 'ios app crash', 'atm card retention', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'account nickname font', 'atm card retention', 'branch network outage', 'cif api performance', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ios app crash', 'account nickname truncation', 'atm card retention', 'ios app crash', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'atm card reader failure', 'branch network outage', 'ncr card reader failure', 'suspicious login activity', 'atm card retention', 'ach payment delay', 'suspicious login activity', 'branch network outage', 'ios app crash', 'atm card reader failure', 'suspicious login activity', 'branch network outage', 'ach payment delay', 'safari font size', 'atm card reader failure', 'ach payment failure', 'suspicious login activity', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'branch network outage', 'atm card retention', 'fraudulent login attempt', 'branch network outage', 'ios app crash', 'atm card reader failure', 'ach payment delay', 'suspicious login activity', 'ios app crash', 'exchange email delay', 'account nickname truncation', 'duo mfa failure', 'atm card reader failure', 'ach payment delay']",Cluster -1 (Noise),umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
0,"['atm cash dispenser', 'atm deposit failure', 'atm cash jam', 'atm deposit failure', 'atm cash dispense', 'atm cash dispense', 'atm cash error', 'atm cash dispense', 'atm cash dispense', 'atm cash dispense failure', 'atm cash error']",Cluster 0,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
1,"['fraudulent wire transfer', 'fraudulent wire transfer', 'fraudulent transaction alert', 'fraudulent transaction alert', 'fraudulent transfer attempt', 'fraudulent wire transfer', 'fraudulent wire transfer', 'high risk transaction', 'fraudulent wire transfer', 'fraudulent transaction alert']",Cluster 1,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
2,"['report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report server failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'hard bounce analysis', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'daily report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'stage backup failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'transaction report discrepancy', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'log retention failure', 'log retention violation', 'report generation failure', 'reconciliation report failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure', 'report generation failure']",Cluster 2,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
3,"['report query performance', 'query performance degradation', 'report query timeout', 'report query performance', 'report query performance', 'report query performance', 'report database capacity', 'report query performance', 'report performance degradation', 'report query performance']",Cluster 3,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
4,"['ach routing number', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error']",Cluster 4,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
5,"['fail ach payroll', 'ach batch failure', 'ach batch delay', 'ach batch failure', 'ach route validation', 'ach batch failure', 'ach file rejection', 'ach batch failure', 'ach file validation', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'fail ach batch', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach route error', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure']",Cluster 5,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
6,"['duplicate ach payment', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate ach payment', 'duplicate wire transfer', 'duplicate debit transaction', 'duplicate wire transfer']",Cluster 6,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
7,"['ios transaction history', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash', 'ios bill payment crash', 'ios transaction crash', 'ios bill payment crash']",Cluster 7,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
8,"['ob login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure', 'obas login failure']",Cluster 8,umap_3_hdbscan_2,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 5, 'min_samples': 2, 'cluster_selection_method': 'leaf'}"
